serving_size_raw_mintel,serving_size_raw_walmart,serving_size_raw_exact_match,name_mintel,name_walmart,name_exact_match,calories_mintel,calories_walmart,calories_exact_match,saturatedfat_mintel,saturatedfat_walmart,saturatedfat_exact_match,sodium_mintel,sodium_walmart,sodium_exact_match,upc_code,total_match_count
10 ml,10 ml,True,Extra Light Tasting Olive Oil,Gallo Extra Light Olive Oil,False,80.0,80.0,True,1.0,1.0,True,,,False,6780000204.0,2
15 g,15 g,True,Stuffed Manzanilla Olives,Unico Stuffed Manzanilla Olives,False,20.0,20.0,True,0.0,0.3,False,0.31,0.32,False,6780000574.0,1
43 g,nan,False,Cookies 'n' Creme Candy,HERSHEYS COOKIES N CRÈME Full Size Candy Bars,False,220.0,,False,7.0,,False,0.1,,False,6800071392.0,0
15 g,None None,False,Cream Cheese Spread,Philadelphia Light Brick Cream Cheese,False,35.0,35.0,True,2.0,2.0,True,0.07,,False,6810001117.0,2
15 g,None None,False,Original Cream Cheese,Philadelphia Original Brick Cream Cheese,False,50.0,,False,3.0,,False,0.065,0.065,True,6810001125.0,1
56 g,56 g,True,Original Macaroni & Cheese,Kraft Dinner Original Macaroni & Cheese,False,210.0,210.0,True,1.0,1.0,True,0.37,0.37,True,6810005861.0,3
85 g,50 g,False,Macaroni & Cheese,Kraft Dinner Original Macaroni & Cheese,False,300.0,180.0,False,1.0,1.0,True,0.51,0.3,False,6810014508.0,1
56 g,56 g,True,Original Macaroni & Cheese,Kraft Dinner Original Macaroni & Cheese,False,210.0,210.0,True,1.0,1.0,True,0.33,0.37,False,6810089355.0,2
29 g,29 g,True,Sharp Cold Pack Cheddar Cheese Product,MacLarens Cheese Spread,False,110.0,110.0,True,6.0,6.0,True,0.51,510.0,False,6810089505.0,2
15 g,15 g,True,Garlic & Herb Cream Cheese,Philadelphia Herb & Garlic Cream Cheese,False,40.0,40.0,True,2.0,2.0,True,0.07,0.07,True,6810089594.0,3
15 g,nan,False,Low Fat Cream Cheese Product,Philadelphia Low Fat Cream Cheese,False,20.0,,False,0.0,,False,0.1,,False,6810089595.0,0
12 g,None None,False,Chive Cream Cheese,Philadelphia Whipped Chives Cream Cheese,False,35.0,35.0,True,2.0,,False,0.075,0.075,True,6810089650.0,2
85 g,nan,False,White Cheddar Blanc Oven Baked Macaroni & Cheese,"Cracker Barrel Oven Baked Mac & Cheese, White Cheddar",False,270.0,,False,4.0,,False,0.76,,False,6810090135.0,0
85 g,nan,False,Cheddar Havarti Oven Baked Macaroni & Cheese,"Cracker Barrel Oven Baked Mac & Cheese, Cheddar Havarti",False,270.0,,False,3.0,,False,0.78,,False,6810090136.0,0
93 ml,nan,False,Strawberry Drinkable Yogurt,Stonyfield Organic Kids Drink Strawberry 6x93mL,False,45.0,,False,0.0,,False,0.035,,False,6820016250.0,0
30 g,30 g,True,Pizza Mozzarella Cheese,Galbani Pizza Mozzarella,False,90.0,90.0,True,4.0,4.0,True,0.24,0.24,True,6820086420.0,3
30 g,nan,False,Light Cream Cheese Spread,Lactantia Cream Cheese Light 227g,False,60.0,,False,3.0,,False,0.14,,False,6820096201.0,0
21 g,nan,False,Cheddarific Stringable Pizza Mozzarella Cheese with Mild Cheddar Taste,Black Diamond Cheestrings - White Cheddar 16 Pack,False,70.0,,False,3.0,,False,0.15,,False,6820098918.0,0
1 g,1 g,True,Garam Masala Seasoning Blend,Knorr Taste of India Garam Masala Seasoning Blend 48g,False,0.0,0.0,True,,,False,,,False,6840000108.0,1
1 g,1 g,True,Berbere Seasoning Blend,Knorr Taste of Ethiopia Berbere Seasoning Blend,False,0.0,0.0,True,,,False,,,False,6840000110.0,1
1 g,1 g,True,Za'atar Seasoning Blend,Knorr Taste of Lebanon Zaatar Seasoning Blend,False,0.0,0.0,True,,,False,0.005,0.005,True,6840000112.0,2
1 g,1 g,True,Shichimi Togarashi Seasoning Blend,Knorr Taste of Japan Shichimi Togarashi Seasoning Blend,False,0.0,0.0,True,,,False,,,False,6840000114.0,1
1 g,1 g,True,Korean BBQ Seasoning Blend,Knorr Taste of Korea Korean BBQ Seasoning Blend,False,0.0,0.0,True,,,False,,,False,6840000115.0,1
21 g,21 g,True,Chicken Noodle Soup Mix,Lipton Chicken Noodle Soup Mix,False,80.0,80.0,True,0.0,0.4,False,0.78,0.78,True,6840001429.0,2
15 ml,15 ml,True,Olive Oil Mayonnaise,Hellmanns Olive Oil Mayonnaise,False,100.0,100.0,True,1.0,1.0,True,0.09,0.09,True,6840014215.0,3
15 ml,15 ml,True,Light Olive Oil Mayonnaise Type Dressing,Hellmanns Light Olive Oil Mayonnaise Dressing,False,50.0,50.0,True,0.0,0.5,False,0.115,0.115,True,6840015806.0,2
15 ml,15 ml,True,Real Mayonnaise,Hellmanns Real Mayonnaise,False,100.0,100.0,True,1.0,1.0,True,0.095,0.095,True,6840061620.0,3
15 ml,15 ml,True,Half the Fat Mayonnaise Type Dressing,Hellmanns 12 The Fat Mayonnaise Dressing,False,40.0,40.0,True,0.0,0.3,False,0.115,0.135,False,6840061660.0,1
15 ml,15 ml,True,Real Mayonnaise,Hellmanns Real Mayonnaise,False,100.0,100.0,True,1.0,1.0,True,0.095,0.095,True,6840066260.0,3
15 ml,15 ml,True,Half the Fat Mayonnaise Type Dressing,Hellmanns 12 The Fat Mayonnaise Dressing,False,40.0,40.0,True,0.0,0.3,False,0.115,0.135,False,6840066270.0,1
15 ml,15 ml,True,Olive Oil Mayonnaise,Hellmanns Olive Oil Mayonnaise,False,100.0,100.0,True,1.0,1.0,True,0.09,0.09,True,6840066280.0,3
40 g,nan,False,Dark Chocolate with Berry Medley Crunchy Clusters,"BROOKSIDE Dark Chocolate Crunchy Clusters, Berry Medley Flavours",False,190.0,,False,7.0,,False,0.09,,False,6843738416.0,0
40 g,nan,False,Pomegranate Flavoured Dark Chocolate,"BROOKSIDE Dark Chocolate, Pomegranate Flavour",False,170.0,,False,4.0,,False,0.06,,False,6843738940.0,0
40 g,nan,False,Açai & Blueberry Flavoured Dark Chocolate,"BROOKSIDE Dark Chocolate, Acai and Blueberry Flavour",False,170.0,,False,4.0,,False,0.05,,False,6843738977.0,0
75 g,75 g,True,12 Grain 100% Whole Grain Bread,Dempster's 100% Whole Grains 12 Grain Bread,False,190.0,190.0,True,0.0,0.5,False,0.27,0.27,True,6872172234.0,2
75 g,75 g,True,Honey & Oatmeal 100% Whole Grain Bread,Dempster's 100% Whole Grains Honey & Oatmeal Bread,False,190.0,190.0,True,0.0,0.5,False,0.26,0.26,True,6872190249.0,2
355 ml,355 ml,True,Raspberry Iced Tea,"Brisk Raspberry Iced Tea, 710mL Can",False,80.0,80.0,True,,,False,0.08,0.08,True,6900000818.0,2
444 ml,nan,False,Vanilla Flavoured Energy + Fortified Coffee Drink,Starbucks Double Shot Energy + Coffee Vanilla,False,210.0,,False,1.0,,False,0.18,,False,6900004030.0,0
222 ml,nan,False,Cola Flavoured Soft Drink,"Pepsi, 222mL Cans, 6 Pack",False,100.0,,False,,,False,0.01,,False,6900014902.0,0
222 ml,355 ml,False,Cola Flavoured Soft Drink,"bubly blackberry Sparkling Water Beverage, 355mL Cans, 12 Pack",False,100.0,0.0,False,,,False,0.01,0.0,False,6900015819.0,0
473 ml,nan,False,Cherry Sparkling Water Beverage,"bubly Sparkling Water cherrybubly, 473mL Can",False,0.0,,False,,,False,0.0,,False,6900015828.0,0
473 ml,473 ml,True,Grapefruit Sparkling Water Beverage,"bubly grapefruit Sparkling Water Beverage, 473mL Can",False,0.0,0.0,True,,,False,0.0,0.0,True,6900015830.0,2
340 ml,340 ml,True,Lemon Flavour Iced Tea,"Lipton Lemon Iced Tea, 340mL Cans, 12 Pack",False,60.0,60.0,True,,,False,0.095,0.095,True,6900015831.0,2
340 ml,340 ml,True,Peach Flavour Iced Tea,"Lipton Peach Iced Tea, 340mL Cans, 12 Pack",False,60.0,60.0,True,,,False,0.07,0.07,True,6900015833.0,2
340 ml,340 ml,True,Mango Passionfruit Flavour Iced Tea,"Lipton Mango Passionfruit Iced Tea, 340mL Cans, 12 Pack",False,70.0,70.0,True,,,False,0.05,0.05,True,6900015835.0,2
405 ml,405 ml,True,Mocha Almond Beverage Coffee Drink,"Starbucks Frappuccino Mocha Almond Beverage Coffee Drink, 405mL",False,170.0,,False,0.0,0.5,False,0.12,0.12,True,6900015839.0,1
100 g,100 g,True,3 Cheese Flavour Pizza Snacks,Pillsbury Pizza Pops Three Cheese Pizza Snacks,False,260.0,260.0,True,3.0,3.0,True,0.53,0.53,True,6905220469.0,3
100 g,None None,False,Pepperoni Pizza Snacks,Pillsbury Pizza Pops Pepperoni Pizza Snacks,False,260.0,260.0,True,2.0,2.5,False,0.57,0.57,True,6905226585.0,2
100 g,100 g,True,Double Cheeseburger Flavour Pizza Snacks,Pillsbury Pizza Pops Bacon Mac & Cheese Flavour Special Edition Pizza Snacks,False,250.0,250.0,True,2.0,2.0,True,0.52,0.57,False,6905247766.0,2
30 g,nan,False,Haloumi Plain Grilling Cheese,Doré-mi Plain Haloumi Grilling Cheese,False,100.0,,False,5.0,,False,0.53,,False,6914341738.0,0
68 g,0 g,False,Maple Flavoured Sausage in Biscuit Batter,POGO Breakfast Maple Flavoured Sausage,False,190.0,190.0,True,3.0,3.0,True,0.48,0.48,True,6919200050.0,3
5 g,5 g,True,Minced Ginger & Garlic,Ginger and Garlic Puree,False,10.0,10.0,True,0.0,0.1,False,0.0,0.0,True,6939100039.0,2
5 g,5 g,True,"Minced Ginger, Garlic & Chili","Ginger, Garlic & Chili",False,5.0,5.0,True,0.0,0.1,False,,,False,6939100042.0,1
5 g,5 g,True,Chipotle Puree,Chipotle Puree,True,2.0,2.0,True,,,False,0.015,0.015,True,6939100090.0,3
28 g,nan,False,Spicy Pepperoni,Spicy Pepperoni,True,110.0,,False,4.0,,False,0.4,,False,6940100768.0,1
63 g,nan,False,Classic Trio Meat Pack,Pillers Classic Trio Pepperoni Smoked Ham,False,140.0,,False,4.0,,False,0.66,,False,6940108608.0,0
63 g,nan,False,Italian Trio Meat Pack,Pillers Sub Pac Italian Trio Pepperoni Ham Capicolla,False,170.0,,False,6.0,,False,0.64,,False,6940108609.0,0
48 g,48 g,True,Real Strawberry Turnovers,Pillsbury Flaky Turnovers Real Strawberry,False,150.0,150.0,True,2.0,2.5,False,0.24,0.24,True,6970005276.0,2
,nan,False,Lemon & Ginger Herbal Tea,Twinings Lemon Ginger Herbal Tea,False,,,False,,,False,,,False,7017715263.0,0
43 g,nan,False,Ranch Veggie Dip Singles,MARZETTI RANCH VEGGIE DIP SNACK PACK,False,110.0,,False,3.0,,False,0.26,,False,7020000229.0,0
43 g,nan,False,Light Ranch Veggie Dip Singles,Marzetti Light Ranch Veggie Dip,False,60.0,,False,2.0,,False,0.29,,False,7020054062.0,0
30 g,nan,False,Cinnamon Cereal,Barbaras Bakery Cinnamon Puffins,False,90.0,,False,0.0,,False,0.15,,False,7061720461.0,0
,nan,False,Chamomile Herbal Tea,Celestial Seasonings Chamomile Herbal Tea,False,,,False,,,False,,,False,7073400010.0,0
,nan,False,Cinnamon Apple Spice Herbal Tea,Celestial Seasonings Cinnamon Apple Spice,False,,,False,,,False,,,False,7073405310.0,0
,nan,False,Lemon Zinger Herbal Tea,Celestial Seasonings Lemon Zinger Herbal Tea,False,,,False,,,False,,,False,7073405317.0,0
,nan,False,Ginger Turmeric Herbal Tea,Celestial Seasonings Organics Ginger And Tumeric Herbal Tea Bags,False,,,False,,,False,,,False,7073453817.0,0
,nan,False,Chamomile Lavender Herbal Tea,Celestial Seasonings Organic Chamomile & Lavender Herbal Tea Bags,False,,,False,,,False,,,False,7073453818.0,0
,nan,False,Mint Guayusa Herbal Tea,Celestial Seasonings Mint Guayusa Herbal Tea,False,,,False,,,False,,,False,7073454327.0,0
473 ml,nan,False,Ultra Paradise Energy Drink,"Monster Energy, Ultra Paradise, 473mL can",False,10.0,,False,,,False,0.38,,False,7084703376.0,0
140 g,nan,False,Roasted Garlic & Rosemary Potatoes,Resers Fine Foods Roasted Garlic and Rosemary Potatoes,False,180.0,,False,1.0,,False,0.31,,False,7111702704.0,0
65 g,65 g,True,Three Colour Deli Cole Slaw,Fresh Express 3 Color Deli Coleslaw,False,20.0,20.0,True,0.0,0.0,True,0.02,0.02,True,7127912302.0,3
450 ml,nan,False,Dark Chocolate Protein Beverage,Bolthouse Farms Protein KETO Dark Chocolate Protein Beverage,False,280.0,,False,9.0,,False,0.13,,False,7146402119.0,0
450 ml,nan,False,Coconut Protein Beverage,Bolthouse Farms Protein KETO Coconut Protein Beverage,False,280.0,,False,9.0,,False,0.135,,False,7146402120.0,0
250 ml,nan,False,100% Carrot Juice,Bolthouse Farms 100% Carrot Juice 946ml,False,70.0,,False,0.0,,False,0.17,,False,7146420060.0,0
250 ml,250 ml,True,Green Goodness Fruit Juice Smoothie,Bolthouse Farms Green Goodness Fruit Juice Smoothie,False,130.0,130.0,True,0.0,0.0,True,0.025,0.02,False,7146424060.0,2
250 ml,250 ml,True,Berry Boost Fruit Juice Smoothie,Bolthouse Farms Berry BOOST Fruit Juice Smoothie,False,120.0,130.0,False,0.0,0.0,True,0.01,0.015,False,7146428060.0,1
250 ml,nan,False,100% Fruit Juice Smoothie,Bolthouse Farms C-Boost Fruit Juice Smoothie,False,110.0,,False,0.0,,False,0.015,,False,7146430251.0,0
250 ml,nan,False,Amazing Mango Fruit Juice Smoothie,Bolthouse Farms Amazing Mango Fruit Juice Smoothie,False,130.0,,False,0.0,,False,0.015,,False,7146430951.0,0
183 g,183 g,True,Pepperoni Pizza,DELISSIO Singles Pepperoni Pizza,False,450.0,450.0,True,6.0,6.0,True,0.86,0.86,True,7192100412.0,3
187 g,187 g,True,Meat Lovers Pizza,DELISSIO Singles Meat Lovers Pizza,False,460.0,460.0,True,6.0,6.0,True,0.91,0.91,True,7192100413.0,3
196 g,196 g,True,All Dressed Pizza,DELISSIO Singles All Dressed Pizza,False,470.0,470.0,True,6.0,6.0,True,0.92,0.92,True,7192100414.0,3
180 g,180 g,True,Three Cheese Pizza,DELISSIO Singles 3 Cheese Pizza,False,430.0,430.0,True,6.0,6.0,True,0.75,0.75,True,7192100415.0,3
183 g,183 g,True,Deluxe Pizza,DELISSIO Thin Crispy Crust Deluxe Pizza,False,390.0,390.0,True,8.0,8.0,True,0.98,0.98,True,7192100438.0,3
208 g,208 g,True,All Dressed Pizza,DELISSIO Crispy Pan All Dressed Pizza,False,570.0,570.0,True,8.0,8.0,True,0.85,0.85,True,7192100442.0,3
199 g,199 g,True,Meat Lovers Pizza,DELISSIO Crispy Pan Meat Lovers Pizza,False,580.0,580.0,True,9.0,9.0,True,0.9,0.9,True,7192100444.0,3
185 g,185 g,True,Pepperoni Pizza,DELISSIO Crispy Pan Pepperoni Pizza,False,550.0,550.0,True,8.0,8.0,True,0.81,0.81,True,7192100445.0,3
185 g,185 g,True,Pepperoni Pizza,DELISSIO Thin Crispy Crust Pepperoni,False,420.0,420.0,True,6.0,6.0,True,1.0,1.08,False,7192111671.0,2
194 g,194 g,True,3 Meat Pizza,DELISSIO Vintage Pizzeria 3 Meat Pizza,False,440.0,440.0,True,6.0,6.0,True,1.0,1.19,False,7192116020.0,2
200 g,200 g,True,Canadian Pizza,DELISSIO Thin Crispy Crust Canadian Pizza,False,430.0,430.0,True,6.0,6.0,True,1.0,1.03,False,7192133612.0,2
187 g,187 g,True,4 Cheese Pizza,DELISSIO Thin Crispy Crust 4 Cheese,False,410.0,410.0,True,6.0,6.0,True,0.91,0.91,True,7192140131.0,3
221 g,221 g,True,4 Cheese Cheese Stuffed Crust Pizza,DELISSIO Stuffed Crust Pizza 4 Cheese,False,520.0,520.0,True,13.0,13.0,True,1.0,1.14,False,7192164830.0,2
186 g,186 g,True,Deluxe Cheese Stuffed Crust Pizza,DELISSIO Stuffed Crust Pizza Deluxe,False,420.0,420.0,True,10.0,10.0,True,1.0,1.05,False,7192164832.0,2
220 g,220 g,True,Pepperoni Cheese Stuffed Crust Pizza,DELISSIO Stuffed Crust Pizza Pepperoni,False,520.0,470.0,False,13.0,11.0,False,1.0,17.14,False,7192164833.0,0
197 g,197 g,True,Pepperoni Pizza,DELISSIO Rising Crust Pizza Pepperoni,False,450.0,450.0,True,6.0,6.0,True,1.0,1.13,False,7192188364.0,2
204 g,204 g,True,Unwrapped Burrito Scramble,Healthy Choice Power Bowl Unwrapped Burrito Scramble,False,170.0,170.0,True,0.0,0.5,False,0.53,0.53,True,7265500203.0,2
259 g,259 g,True,Grilled Chicken Pesto & Vegetables,Healthy Choice Simply Steamers Grilled Chicken Pesto & Vegetables,False,190.0,190.0,True,2.0,2.0,True,0.5,0.5,True,7265545468.0,3
50 g,50 g,True,Classic Caramel Popcorn,Werthers Original Caramel Popcorn,False,230.0,230.0,True,4.0,4.5,False,0.25,0.25,True,7279932850.0,2
60 ml,nan,False,Heirlooms Brown Short Grain Rice,Lundberg Short Grain Brown Rice,False,150.0,,False,0.0,,False,0.004,,False,7341619860.0,0
98 g,nan,False,Dilly Bites Crunchy Dill Pickle Snacking Cuts,Dilly Bites,False,15.0,,False,,,False,0.66,,False,7432912332.0,0
330 ml,330 ml,True,Sparkling Lemon & Guava Beverage,Perrier & Juice Lemon & Guava,False,60.0,60.0,True,,,False,0.005,0.005,True,7478033401.0,2
250 ml,250 ml,True,Carbonated Natural Spring Water with Natural Lemon Flavour,Perrier carbonated natural spring water with Lemon flavour,False,0.0,0.0,True,,,False,0.0,0.0,True,7478035596.0,2
250 ml,250 ml,True,Carbonated Natural Spring Water with Natural Peach Flavour,Perrier Slim Cans - Peach,False,0.0,,False,,,False,0.0,0.0,True,7478037773.0,1
375 ml,250 ml,False,Carbonated Natural Spring Water with Natural Lime and Lemon Flavours,Perrier Carbonated Natural Spring Water,False,0.0,0.0,True,,,False,0.0,0.0,True,7478044735.0,2
375 ml,250 ml,False,Carbonated Natural Spring Water with Natural Pink Grapefruit Flavour,Perrier Carbonated Natural Spring Water,False,0.0,0.0,True,,,False,0.0,0.0,True,7478044738.0,2
250 g,None None,False,Carbonated Natural Spring Water,Perrier Slim Cans,False,0.0,,False,,,False,0.0,,False,7478091150.0,0
250 ml,nan,False,Carbonated Natural Spring Water with Natural Pink Grapefruit Flavour,Perrier Slim Cans,False,0.0,,False,,,False,0.0,,False,7478091154.0,0
21 g,nan,False,Original Firm Ripened Cheese,Jarlsberg Firm Ripened Sliced Cheese,False,70.0,,False,3.0,,False,0.06,,False,7550101656.0,0
85 g,nan,False,Spaghettini Pasta,Barilla Spaghettini Pasta,False,300.0,,False,0.0,,False,0.004,,False,7680802003.0,0
,nan,False,Double Bergamot Earl Grey Black Tea,Stash Earl Grey Double Bermot Black Tea,False,,,False,,,False,,,False,7765208209.0,0
,nan,False,Spice Dragon Red Chai Herbal Tea,Stash Spice Dragon Red Chai Herbal Tea 18 count,False,,,False,,,False,,,False,7765208309.0,0
,nan,False,Asian Pear Harmony Green Tea,Stash Asian Pear Harmony Green Tea,False,,,False,,,False,,,False,7765277216.0,0
63 g,63 g,True,Cheddar Cheese Smoked & Fully Pure Pork Cooked Sausages,Johnsonville Gluten Free Cheddar Smoked Sausage,False,200.0,200.0,True,6.0,6.0,True,0.51,0.51,True,7778202471.0,3
30 g,nan,False,Soft Surface Ripened Brie Cheese,PRESIDENT Brie Cheese 230gr,False,90.0,,False,4.0,,False,0.17,,False,7790120015.0,0
30 ml,15 ml,False,Char Siu Chinese Barbecue Sauce,Lee Kum Kee Char Siu Sauce,False,110.0,60.0,False,,0.0,False,1.0,,False,7889574003.0,0
19 g,nan,False,Black Bean Garlic Sauce,Lee Kum Kee Black Bean Garlic Sauce,False,35.0,,False,0.0,,False,1.0,,False,7889576002.0,0
18 g,18 g,True,Chili Garlic Sauce,Chili Garlic Sauce,True,15.0,15.0,True,,0.0,False,0.78,,False,7889577002.0,2
21 g,20 g,False,Sesame Rye Crispbread,Ryvita Sesame Whole Grain Rye Crispbread,False,80.0,70.0,False,0.0,0.0,True,0.055,0.07,False,7893500518.0,1
21 g,22 g,False,Multi-Grain Rye Crispbread,Ryvita Multi-Grain Whole Grain Rye Crispbread,False,70.0,80.0,False,0.0,0.0,True,0.05,0.04,False,7893500532.0,1
85 g,40 g,False,Sour Cream & Onion Potato Chips,Popchips Sour Cream & Onion Potato Chips,False,380.0,,False,1.0,,False,0.56,,False,8266671200.0,0
85 g,40 g,False,Sea Salt Potato Chips,Popchips Sea Salt Potato Chips,False,380.0,170.0,False,1.0,0.5,False,0.49,0.27,False,8266671210.0,0
85 g,nan,False,Sea Salt & Vinegar Potato Chips,popchips Sea Salt & Vinegar Potato Chips,False,370.0,,False,1.0,,False,0.57,,False,8266671240.0,0
250 ml,nan,False,Creamy Broccoli Soup,Imagine Organic Creamy Broccoli Soup,False,70.0,,False,0.0,,False,0.51,,False,8425324144.0,0
250 ml,nan,False,Creamy Butternut Squash Soup,Imagine Organic Butternut Squash Soup - Gluten Free,False,110.0,,False,0.0,,False,0.48,,False,8425324241.0,0
250 ml,nan,False,Organic Creamy Tomato Soup,Imagine Organic Creamy Tomato Soup,False,80.0,,False,0.0,,False,0.6,,False,8425324247.0,0
250 ml,nan,False,Chicken Broth,Imagine Organic Chicken Broth,False,10.0,,False,0.0,,False,0.56,,False,8425324249.0,0
22 g,22 g,True,Ginger Instant Chai Tea Latte,Tea India Chai Moments Ginger Tea Mix,False,80.0,100.0,False,0.0,2.0,False,0.025,,False,8464320013.0,0
3 g,nan,False,Orange Pekoe Black Tea,Tea India Orange Pekoe Black Tea Bags,False,0.0,,False,,,False,0.0,,False,8464394005.0,0
28 g,nan,False,Tomato Basil Cheese Crisps,Whisps Tomato Basil Cheese Crisps,False,150.0,,False,8.0,,False,0.39,,False,8823141752.0,0
250 ml,250 ml,True,Energy Drink,"Red Bull Energy Drink, 250 ml (4 pack)",False,110.0,110.0,True,,,False,0.105,0.105,True,18085400020.0,2
250 ml,nan,False,Sugar Free Energy Drink,"Red Bull Energy Drink, Sugar Free, 250 ml (4 pack)",False,5.0,,False,,,False,0.105,,False,18085400080.0,0
250 ml,250 ml,True,100% Pure Apple Juice from Concentrate,Kiju Organic Apple Juice,False,110.0,110.0,True,0.0,0.0,True,0.0,0.0,True,18972700101.0,3
125 ml,None None,False,Niblets Whole Kernel Corn,Green Giant Canned Whole Kernel Corn Niblets,False,70.0,70.0,True,0.0,0.0,True,0.24,0.24,True,19056910050.0,3
125 ml,nan,False,1/3 Less Salt Niblets Whole Kernel Corn,Green Giant Canned 13 less Salt Whole Kernel Corn Niblets,False,70.0,,False,0.0,,False,0.11,,False,19056910925.0,0
125 ml,125 ml,True,Cut Wax Beans,Green Giant Canned Cut Wax Beans,False,15.0,15.0,True,0.0,0.0,True,0.22,0.22,True,19056916660.0,3
50 g,nan,False,Oats & Honey Clusters with Toasted Coconut,KIND Healthy Grains Clusters Oats and Honey with Toasted Coconut,False,190.0,,False,2.0,,False,0.04,,False,60265218313.0,0
57 g,57 g,True,Breaded Butterfly Jumbo Shrimp,Our Finest Breaded Butterfly Shrimp,False,150.0,150.0,True,1.0,1.5,False,0.32,0.32,True,60538833312.0,2
50 g,50 g,True,Pretzel Sticks,Great Value Pretzel Sticks,False,190.0,200.0,False,0.0,0.0,True,0.56,0.7,False,60538834250.0,1
50 g,0 g,False,Mini Pretzel Twists,Great Value Mini Pretzels Twists,False,190.0,200.0,False,0.0,0.0,True,0.66,0.7,False,60538834258.0,1
45 g,45 g,True,Crispy Tempura Shrimp,Our Finest Crispy Tempura Shrimp,False,110.0,110.0,True,1.0,1.0,True,0.22,0.22,True,60538855704.0,3
6 g,6 g,True,Taco Seasoning Mix,Great Value Taco Seasoning Mix,False,20.0,20.0,True,0.0,0.0,True,0.31,0.31,True,60538887436.0,3
9 g,9 g,True,Fajita Seasoning Mix,Great Value Fajita Seasoning Mix,False,30.0,30.0,True,0.0,0.0,True,0.45,0.45,True,60538887439.0,3
500 ml,500 ml,True,Natural Spring Water,Great Value 24pk Spring Water,False,0.0,0.0,True,,,False,,0.0,False,60538887928.0,1
250 ml,nan,False,Animal Pasta in Tomato Sauce,Great Value Animal Pasta in Tomato Sauce,False,190.0,,False,0.0,,False,0.69,,False,60538892830.0,0
10 ml,nan,False,Vegetable Oil,Great Value Vegetable Oil,False,80.0,,False,1.0,,False,,,False,60538893181.0,0
30 g,nan,False,Classic Guacamole,Wholly Guacamole Minis Classic Guacamole,False,60.0,,False,1.0,,False,0.13,,False,61611268150.0,0
30 g,nan,False,Graham Style Crumbs,Kinnikinnick Gluten Free Graham Style Crumbs,False,140.0,,False,2.0,,False,0.12,,False,62013300434.0,0
45 g,nan,False,Angel Food Cake Mix,Kinnikinnick Gluten Free Angel Food Cake Mix 450g,False,170.0,,False,0.0,,False,0.025,,False,62013310409.0,0
40 g,nan,False,Pancake & Waffle Mix,Kinnikinnick Gluten Free Pancake And Waffle Mix,False,140.0,,False,0.0,,False,0.48,,False,62013310512.0,0
110 g,nan,False,"Chicken, Broccoli & Cheddar Puff Pastry","Plaisirs Gastronomiques Chicken, Broccoli & Cheddar Puff Pastry",False,260.0,,False,6.0,,False,0.33,,False,62379806006.0,0
250 ml,nan,False,Original Fortified Almond Beverage,Earthsown Almond Fresh Original Fortified Almond Beverage,False,60.0,,False,0.0,,False,0.15,,False,62602770001.0,0
32 g,nan,False,Large Coconut Macaroons,Mrs. Crimbles Coconut Macaroons,False,150.0,,False,6.0,,False,0.01,,False,62622200011.0,0
36.8 g,nan,False,Large Chocolate Macaroons,Mrs. Crimbles Chocolate Macaroons,False,160.0,,False,8.0,,False,0.01,,False,62622200012.0,0
50 g,50 g,True,Oatmeal Cookies with Chocolate Chunks,Sara Lee Chocolate Chunk Oatmeal Cookies,False,210.0,210.0,True,2.0,2.0,True,0.21,0.21,True,62623327240.0,3
50 g,50 g,True,Oatmeal & Raisin Oatmeal Cookies,Sara Lee Oatmeal & Raisin Cookies,False,210.0,210.0,True,1.0,1.0,True,0.22,0.22,True,62623327340.0,3
50 g,nan,False,All Dressed Scorchin' Hot Crunchies,Great Value All Dressed Scorchin Hot Crunchies,False,270.0,,False,1.0,,False,0.53,,False,62773500002.0,0
,nan,False,Medium Roast Coffee K-Cup Pods,Great Value Medium Roast Keurig Recyclable K-Cup Pod,False,,,False,,,False,,,False,62773501226.0,0
250 ml,250 ml,True,Sweet Apple Cider,Your Fresh Market Sweet Apple Cider,False,100.0,100.0,True,0.0,0.0,True,0.0,0.0,True,62773501244.0,3
200 g,nan,False,Poutine-Style & Bacon Breakfast Bowl,Great Value Poutine-Style and Bacon Breakfast Bowl,False,330.0,,False,6.0,,False,0.71,,False,62773501358.0,0
200 g,nan,False,Mexican Style Breakfast Bowl,Great Value Mexican-Style Breakfast Bowl,False,270.0,,False,6.0,,False,0.59,,False,62773501359.0,0
30 ml,nan,False,Bold Espresso Artisan-Style BBQ Sauce,Our Finest Artisan Style Bold Espresso BBQ Sauce,False,80.0,,False,0.0,,False,0.28,,False,62773501361.0,0
30 ml,nan,False,Honey Wood Smoked Artisan-Style BBQ Sauce,Our Finest Artisan Style Honey Wood Smoked BBQ Sauce,False,80.0,,False,0.0,,False,0.39,,False,62773501362.0,0
30 ml,nan,False,Polynesian-Style Pineapple Artisan BBQ Sauce,Our Finest Artisan Polynesian Style Pineapple BBQ Sauce,False,70.0,,False,0.0,,False,0.21,,False,62773501364.0,0
200 g,nan,False,Meat Lovers Breakfast Bowl,Great Value Meat Lovers Breakfast Bowl,False,420.0,,False,10.0,,False,0.81,,False,62773501383.0,0
200 g,nan,False,Ham & Spinach Breakfast Bowl,Great Value Ham and Spinach Breakfast Bowl,False,270.0,,False,5.0,,False,0.63,,False,62773501384.0,0
