serving_size_raw_mintel,serving_size_raw_walmart,serving_size_raw_exact_match,name_mintel,name_walmart,name_exact_match,calories_mintel,calories_walmart,calories_exact_match,saturatedfat_mintel,saturatedfat_walmart,saturatedfat_exact_match,sodium_mintel,sodium_walmart,sodium_exact_match,upc_code,total_match_count
10 g,10 g,True,Margarine with Avocado Oil,Becel Margarine Blend with Avocado Oil 427g,False,70.0,70.0,True,1.0,1.0,True,0.07,0.07,True,5995000013.0,3
125 ml,125 ml,True,Peach Slices in Fruit Juice from Concentrate,Del Monte Peach Slices In Fruit Juice,False,60.0,50.0,False,0.0,0.0,True,0.01,,False,6000013330.0,1
167 ml,125 ml,False,Fruit Cocktail,Del Monte Fruit Cocktail In Fruit Juice,False,90.0,60.0,False,0.0,0.0,True,0.01,0.01,True,6000013350.0,2
9.8 g,nan,False,Breakfast Blend Medium Roast Coffee Single Serve Pods,Nabob Breakfast Blend Coffee 100% Compostable Pods,False,10.0,,False,,,False,0.0,,False,6020000142.0,0
,nan,False,Full City Dark 100% Arabica Coffee Single Serve Pods,Nabob Full City Dark Coffee 100% Compostable Pods,False,,,False,,,False,,,False,6020000165.0,0
240 ml,240 ml,True,Cappuccino Coffee,Tassimo Nabob Cappuccino Coffee Single Serve T-Discs,False,40.0,40.0,True,2.0,2.0,True,0.08,0.08,True,6020000188.0,3
30 ml,30 ml,True,Roasted Garlic Mild Salsa,Tostitos Mild Roasted Garlic Salsa Dip,False,10.0,10.0,True,,,False,0.26,0.26,True,6041000924.0,2
30 ml,30 ml,True,Mild Salsa,Tostitos Mild Salsa Dip,False,10.0,10.0,True,,,False,0.25,0.26,False,6041001097.0,1
30 ml,30 ml,True,Medium Salsa,Tostitos Medium Salsa Dip,False,10.0,10.0,True,,,False,0.25,0.26,False,6041001098.0,1
30 ml,nan,False,Roasted Red Pepper Medium Salsa,Tostitos Roasted Red Pepper Salsa Dip,False,10.0,,False,0.0,,False,0.22,,False,6041001627.0,0
50 g,50 g,True,Nacho Cheese Flavoured Tortilla Chips,Doritos Nacho Cheese Tortilla Chips,False,260.0,260.0,True,2.0,2.0,True,0.37,0.37,True,6041002709.0,3
50 g,50 g,True,Cool Ranch Flavoured Tortilla Chips,Doritos Cool Ranch Tortilla Chips,False,260.0,260.0,True,1.0,1.5,False,0.33,0.33,True,6041002721.0,2
50 g,50 g,True,Zesty Cheese Flavoured Tortilla Chips,Doritos Zesty Cheese Tortilla Chips,False,260.0,270.0,False,2.0,2.0,True,0.33,0.39,False,6041002722.0,1
50 g,50 g,True,Bold BBQ Flavoured Tortilla Chips,Doritos Bold BBQ Tortilla Chips,False,260.0,260.0,True,1.0,1.5,False,0.22,0.22,True,6041002723.0,2
50 g,50 g,True,Sweet Chili Heat! Flavoured Tortilla Chips,Doritos Sweet Chili Heat Tortilla Chips,False,250.0,260.0,False,1.0,1.5,False,0.4,0.52,False,6041002725.0,0
50 g,50 g,True,Cheese Flavoured Snacks,Cheetos Puffs Cheese Flavoured Snacks,False,280.0,280.0,True,3.0,3.0,True,0.43,0.43,True,6041002728.0,3
50 g,50 g,True,Cheese Flavoured Snacks,Cheetos Crunchy Cheese Flavoured Snacks,False,280.0,280.0,True,2.0,2.5,False,0.44,0.44,True,6041002729.0,2
50 g,50 g,True,Flamin' Hot Cheese Flavoured Corn Snacks,Cheetos Flamin Hot Crunchy Cheese Flavoured Snacks,False,290.0,290.0,True,3.0,3.0,True,0.45,0.45,True,6041002850.0,3
50 g,50 g,True,Nacho Cheese Flavoured Tortilla Chips,Doritos Party Size Nacho Cheese Tortilla Chips,False,260.0,260.0,True,2.0,2.0,True,0.37,0.37,True,6041003031.0,3
50 g,50 g,True,Premium White Corn Tortilla Chips,Tostitos Party Size Scoops Tortilla Chips,False,260.0,260.0,True,1.0,1.5,False,0.21,0.21,True,6041003048.0,2
50 g,50 g,True,Classic Style Pretzel Thins,Rold Gold Thins Classic Style Pretzels,False,190.0,190.0,True,0.0,0.2,False,0.86,0.86,True,6041003262.0,2
50 g,50 g,True,Flamin' Hot Sweet Chili Cheese Flavoured Snacks,Cheetos Flamin Hot Sweet Chili Crunchy Cheese Flavoured Snacks,False,290.0,290.0,True,2.0,2.5,False,0.36,0.36,True,6041003726.0,2
50 g,50 g,True,Tortilla Chips with a Hint of Roasted Garlic Flavour,Tostitos Hint of Roasted Garlic Tortilla Chips,False,260.0,260.0,True,1.0,1.5,False,0.25,0.25,True,6041003738.0,2
50 g,50 g,True,Multigrain Rounds Tortilla Chips,Tostitos Multigrain Rounds Tortilla Chip,False,260.0,260.0,True,1.0,1.5,False,0.2,0.2,True,6041003916.0,2
50 g,50 g,True,Party Size Cheese Flavoured Snacks,Cheetos Party Size Puffs Cheese Flavoured Snacks,False,280.0,280.0,True,3.0,3.0,True,0.43,0.49,False,6041004010.0,2
50 g,50 g,True,Cheese Flavoured Snacks,Cheetos Party Size Crunchy Cheese Flavoured Snacks,False,280.0,280.0,True,2.0,2.5,False,0.44,0.44,True,6041004088.0,2
50 g,nan,False,Nacho Picoso Flavored Rolled Tortilla Chips,Doritos Dinamita Nacho Picoso Tortilla Chips,False,260.0,,False,2.0,,False,0.33,,False,6041004152.0,0
50 g,50 g,True,Tortilla Chips with a Hint of Spicy Queso,Tostitos Hint of Spicy Queso Tortilla Chips,False,260.0,260.0,True,2.0,2.0,True,0.24,0.24,True,6041004696.0,3
50 g,nan,False,Classic Potato Chips,Lays Classic Potato Chips,False,280.0,,False,2.0,,False,0.33,,False,6041004701.0,0
50 g,nan,False,Original Potato Chips,Lays Wavy Original Potato Chips,False,280.0,,False,2.0,,False,0.25,,False,6041004704.0,0
50 g,nan,False,Lightly Salted Original Potato Chips,Lays Wavy Original Lightly Salted Potato Chips,False,280.0,,False,2.0,,False,0.125,,False,6041004706.0,0
50 g,nan,False,Lightly Salted Regular Potato Chips,Ruffles Regular Lightly Salted Potato Chips,False,280.0,,False,2.0,,False,0.14,,False,6041004722.0,0
50 g,50 g,True,Cheddar Jalapeño Potato Chips,Lay's Cheddar Jalapeño Potato Chips,False,270.0,270.0,True,2.0,2.0,True,0.33,0.33,True,6041004837.0,3
50 g,50 g,True,Lightly Salted Bar-B-Q Potato Chips,Lays Barbecue Lightly Salted Potato Chips,False,270.0,270.0,True,1.0,1.5,False,0.135,0.135,True,6041004902.0,2
45 g,45 g,True,Flamin' Hot White Cheddar Flavour Seasoned Popcorn,Smartfood Flamin Hot White Cheddar Ready to Eat Popcorn,False,240.0,240.0,True,2.0,2.5,False,0.31,0.31,True,6041005215.0,2
50 g,50 g,True,Classic Style Tiny Pretzel Twists,Rold Gold Classic Style Tiny Twists Pretzels,False,200.0,200.0,True,0.0,0.4,False,0.79,0.79,True,6041006057.0,2
50 g,50 g,True,Restaurant Style Premium White Corn Tortilla Chips,Tostitos Restaurant Style Tortilla Chips,False,260.0,260.0,True,1.0,1.5,False,0.21,0.21,True,6041090120.0,2
50 g,50 g,True,Premium White Corn Rounds Tortillas Chips,Tostitos Bite Size Rounds Tortilla Chips,False,260.0,260.0,True,1.0,1.5,False,0.2,0.2,True,6041090124.0,2
30 g,nan,False,Danish Blue Cheese,Castello Traditional Blue Cheese,False,100.0,,False,5.0,,False,0.4,,False,6046607043.0,0
30 g,30 g,True,Creamy Havarti Cheese,Arla Havarti Creamy Cheese,False,120.0,120.0,True,6.0,6.0,True,0.27,0.27,True,6046616100.0,3
30 g,30 g,True,Jalapeño Havarti Cheese,Arla Havarti Jalapeno Cheese,False,110.0,110.0,True,5.0,5.0,True,0.22,0.22,True,6046616102.0,3
30 g,30 g,True,Creamy Havarti Cheese,Arla Havarti Creamy Cheese,False,120.0,120.0,True,7.0,7.0,True,0.22,0.22,True,6046663216.0,3
30 g,30 g,True,Brie Cheese,Castello Brie Danish Cheese,False,90.0,90.0,True,4.0,4.5,False,0.18,0.18,True,6046696600.0,2
,nan,False,Lively Up Dark Roast Coffee Cups,"Marley Coffee, Lively Up, Dark Roast, Single Serve K-Cup Compatible Capsules, 12 Count",False,,,False,,,False,,,False,6073100019.0,0
,nan,False,Buffalo Soldier Medium Dark Roast Ground Coffee,"Marley Coffee Buffalo Soldier Ground Coffee, Medium-Dark Roast, 284 Gram Bag",False,,,False,,,False,,,False,6073100024.0,0
62 g,nan,False,Veggie Bologna,Yves Bologna,False,80.0,,False,0.0,,False,0.5,,False,6082200006.0,0
95 g,95 g,True,Spicy Italian Veggie Sausages,Yves Veggie Cuisine Vegan Spicy Italian Veggie Sausages,False,150.0,150.0,True,0.0,0.5,False,0.61,0.59,False,6082200026.0,1
60 g,nan,False,Veggie Meatballs,Yves Veggie Meatballs,False,130.0,,False,0.0,,False,0.33,,False,6082200038.0,0
76 g,nan,False,Jumbo Veggie Dogs,Yves Jumbo Veggie Dog,False,90.0,,False,0.0,,False,0.48,,False,6082200070.0,0
13 g,nan,False,Veggie Bacon Strips,Yves Veggie Bacon Strips,False,25.0,,False,0.0,,False,0.15,,False,6082200114.0,0
55 g,nan,False,Original Veggie Ground Round,Yves Original Ground Round,False,60.0,,False,0.0,,False,0.27,,False,6082200301.0,0
55 g,nan,False,Italian Veggie Ground Round,Yves Italian Ground Round,False,60.0,,False,0.0,,False,0.24,,False,6082200302.0,0
100 g,nan,False,Veggie Chick'n Nuggets,Yves Veggie Chickn Nuggets,False,250.0,,False,1.0,,False,0.71,,False,6082201000.0,0
100 g,nan,False,Veggie Nuggets with Whole Wheat Breading,Yves Veggie Nuggets With Whole Wheat Breading,False,280.0,,False,1.0,,False,0.52,,False,6082201004.0,0
55 g,nan,False,Original Veggie Ground Round,Yves Original Veggie Ground Round,False,60.0,,False,0.0,,False,0.26,,False,6082240003.0,0
55 g,55 g,True,Garden Veggie Crumble,Yves Veggie Cuisine Vegan Garden Veggie Crumble,False,80.0,80.0,True,0.0,0.2,False,0.25,0.25,True,6082240005.0,2
88 g,nan,False,Veggie Breaded Chick'n Burgers,Yves Veggie Breaded Chickn Burgers,False,230.0,,False,1.0,,False,0.43,,False,6082240007.0,0
82 g,82 g,True,Gluten Free Veggie Burgers,Yves Veggie Cuisine Gluten Free Veggie Burgers,False,130.0,140.0,False,0.0,0.5,False,0.43,,False,6082240014.0,0
75 g,nan,False,Sweet Potato & Black Bean Veggie Patties,Yves Sweet Potato And Black Bean Patties,False,190.0,,False,1.0,,False,0.38,,False,6082240034.0,0
53 g,nan,False,Canadian Maple Veggie Breakfast Sausage,Yves Canadian Mapple Veggie Breakfast Sausage,False,90.0,,False,0.0,,False,0.28,,False,6082240035.0,0
100 g,nan,False,Kale & Caramelized Onion Veggie Sausages,Yves Kale and Caramelized Onion Veggie Sausages,False,200.0,,False,0.0,,False,0.64,,False,6082240039.0,0
75 g,nan,False,The Good Veggie Burger,Yves The Good Veggie Burger,False,100.0,,False,0.0,,False,0.32,,False,6082280038.0,0
80 g,80 g,True,White Superclub Sandwich Bread,POM Ultra Moelleux Superclub White Bread,False,200.0,190.0,False,0.0,0.5,False,0.35,0.28,False,6107777120.0,0
71 g,71 g,True,Classico Italian Style Thick Slice White Bread,VILLAGGIO Classico Thick Sliced Italian Style White Bread,False,210.0,210.0,True,0.0,0.4,False,0.42,0.42,True,6107777124.0,2
21 g,21 g,True,Smoke Flavoured Cheddar Cheese Sticks,Armstrong Cheddar Cheese 31% M.F. White Mild Smoke Flavoured 10 X 21 G Sticks,False,80.0,80.0,True,4.0,4.5,False,0.13,0.13,True,6112010123.0,2
30 g,30 g,True,Tex Mex Shredded Natural Cheese,ARMSTRONG SHREDDED TEX MEX CHEESE,False,100.0,100.0,True,5.0,5.0,True,0.22,0.22,True,6112010180.0,3
30 g,30 g,True,Triple Cheddar Shredded Natural Cheese,ARMSTRONG TRIPLE CHEDDAR SHREDDED CHEESE,False,120.0,120.0,True,6.0,6.0,True,0.25,0.25,True,6112010184.0,3
30 g,30 g,True,Cocoa Cookies,Marvel Black Widow Chocolate Cocoa Cookies,False,120.0,120.0,True,0.0,0.4,False,0.055,0.055,True,6112720205.0,2
12 g,11 g,False,90 Fun Treats,Cadbury Chocolate Assorted Fun Treats Candy,False,60.0,60.0,True,1.0,,False,0.035,0.035,True,6120001255.0,2
41 g,nan,False,S'mores Milk Chocolate,Cadbury Dairy Milk S'mores,False,210.0,,False,7.0,,False,0.05,,False,6120001548.0,0
41 g,nan,False,Rocky Road Milk Chocolate,Cadbury Dairy Milk Rocky Road,False,220.0,,False,7.0,,False,0.035,,False,6120001549.0,0
500 ml,nan,False,Natural Spring Water,"evian natural spring water 1L Bottles, 6 Pack",False,0.0,,False,,,False,0.0,,False,6131400016.0,0
55 g,55 g,True,Flaked Wild Red Pacific Sockeye Salmon,Clover Leaf Flaked Sockeye Salmon CP,False,60.0,60.0,True,0.0,0.4,False,0.25,0.25,True,6136230207.0,2
55 g,nan,False,Flaked Wild Pacific Pink Salmon,Clover Leaf Flake Pink Salmon Club Pack,False,60.0,,False,0.0,,False,0.25,,False,6136240607.0,0
55 g,60 g,False,Flaked Albacore White Tuna in Water,Clover LEAF Flaked White Tuna Albacore in Water,False,60.0,70.0,False,0.0,0.0,True,0.14,,False,6136243248.0,1
52 g,80 g,False,Solid Light Yellowfin Tuna in Olive Oil,Clover Leaf Tonno Preferito Solid Light Tuna in Pure Olive Oil,False,130.0,113.0,False,1.0,1.0,True,0.17,0.242,False,6136243340.0,1
55 g,0.2 g,False,Chunk Light Skipjack Tuna in Water,Clover LEAF Chunk Light Tuna in Water,False,60.0,60.0,True,0.0,0.2,False,0.15,0.023,False,6136243470.0,1
55 g,0.2 g,False,Low Sodium Flaked Light Skipjack Tuna in Water,"Clover LEAF Low Sodium Flaked Light Tuna, Skipjack in Water",False,60.0,60.0,True,0.0,0.2,False,0.085,0.1,False,6136243475.0,1
170 g,170 g,True,Mexican Rice,Clover Leaf Bistro Bowl - Mexican Rice,False,250.0,250.0,True,0.0,0.5,False,0.41,0.41,True,6136243635.0,2
170 g,170 g,True,Spanish Medley,Clover Leaf Bistro Bowl - Spanish Medley,False,210.0,210.0,True,0.0,0.5,False,0.41,0.41,True,6136243636.0,2
170 g,170 g,True,Mediterranean Pasta,Clover Leaf Bistro Bowl - Mediterranean Pasta,False,210.0,210.0,True,1.0,1.0,True,0.42,0.42,True,6136243637.0,3
80 g,nan,False,Brisling Sardines in Olive Oil,Clover Leaf Brisling Sardines in Olive Oil,False,170.0,,False,3.0,,False,0.33,,False,6136244900.0,0
45 g,nan,False,Calrose Rice,Botan Calrose Rice,False,162.0,,False,0.0,,False,0.0,,False,6141401070.0,0
30 ml,30 ml,True,Antipasto Calabrese,AURORA Hot Mixed Vegetables in Oil,False,20.0,20.0,True,0.0,0.2,False,0.32,0.32,True,6165900943.0,2
30 ml,30 ml,True,Hot Pickled Eggplant in Oil,Aurora Hot Pickled Eggplants in Oil,False,30.0,30.0,True,0.0,0.2,False,0.16,0.16,True,6165901265.0,2
116 g,58 g,False,Beer Battered Pollock Fillets,High Liner Beer Battered Fish Fillets 500 G,False,250.0,160.0,False,1.0,1.0,True,0.54,0.27,False,6176304138.0,1
75 g,nan,False,Naturally Hardwood Smoked Classic Cheddar Sausages,Schneiders Naturally Hardwood Smoked Classic Cheddar Sausage,False,240.0,,False,7.0,,False,0.65,,False,6200013870.0,0
75 g,nan,False,Naturally Hardwood Smoked Classic Recipe Original Sausages,Schneiders Naturally Hardwood Smoked Classic Recipe Sausage,False,240.0,,False,7.0,,False,0.65,,False,6200013889.0,0
19 g,nan,False,Hazelnut Spread with Cocoa,Ferrero Nutella Hazelnut Spread,False,100.0,,False,2.0,,False,0.01,,False,6202000034.0,0
19 g,nan,False,Hazelnut Spread with Cocoa,Ferrero Nutella Hazelnut Spread,False,100.0,,False,2.0,,False,0.01,,False,6202000084.0,0
19 g,19 g,True,Hazelnut Spread with Cocoa,Ferrero Nutella Hazelnut Spread,False,100.0,100.0,True,2.0,2.0,True,0.01,0.01,True,6202000184.0,3
,nan,False,Big Berry Adventure Mints,Tic Tac T60 Berry Adventure,False,,,False,,,False,,,False,6202000576.0,0
,33 g,False,Milk Chocolate with Milky Lining and Surprise Toy,Ferrero Kinder Surprise Halloween Milk Chocolate with Milky Lining And Surprise Toy,False,,190.0,False,,8.0,False,,0.04,False,6202002605.0,0
52 g,52 g,True,Hazelnut Spread with Cocoa + Breadsticks,Ferrero Nutella & Go Breadsticks,False,260.0,270.0,False,5.0,5.0,True,0.13,0.13,True,6202005056.0,2
54 g,nan,False,Hazelnut Spread with Cocoa + Pretzel Sticks,Nutella n Go Pretzel 4-Pack,False,270.0,,False,4.0,,False,0.21,,False,6202005176.0,0
1.5 g,nan,False,Coca-Cola Flavored Mints,Tic Tac Coca-Cola Bottle Pack,False,5.0,,False,,,False,,,False,6202022111.0,0
2 g,nan,False,Strong Mint Sugar-Free Mints,Tic Tac X-Freeze Sugar Free Strong Mint,False,5.0,,False,,,False,,,False,6202022600.0,0
355 ml,nan,False,Ginger Ale,"Canada Dry Ginger Ale 355 mL Cans, 12 Pack",False,130.0,,False,,,False,0.05,,False,6210000893.0,0
40 g,None None,False,Candy,Tootsie Childs Play Candies Bag,False,130.0,130.0,True,1.0,0.0,False,0.01,0.01,True,6285152855.0,2
120 ml,nan,False,Peppermint Ice Cream Sandwich,Chapmans Holiday Moments Peppermint Ice Cream Sandwich,False,170.0,,False,3.0,,False,0.1,,False,6294200382.0,0
113 g,nan,False,Beef & Plant Based Burger,Maple Leaf Beef & Plant-Based Burger,False,380.0,,False,9.0,,False,0.51,,False,6310000065.0,0
38 g,nan,False,All Beef Wieners,Schneiders Original Recipe All Beef Wieners,False,110.0,,False,4.0,,False,0.33,,False,6310011585.0,0
75 g,nan,False,All Beef Wieners,Schneiders Juicy Jumbos All Beef Wieners,False,210.0,,False,8.0,,False,0.65,,False,6310018394.0,0
28 g,nan,False,Hot Calabrese Salami,Schneiders Hot Calabrese,False,120.0,,False,3.0,,False,0.52,,False,6310024021.0,0
83 g,nan,False,Chicken Burgers,Maple Leaf Prime Chicken Burgers Raised Without Antibiotics,False,190.0,,False,2.0,,False,0.39,,False,6310025216.0,0
38 g,nan,False,Classic Original Wieners,Schneiders Original Recipe All Pork Wieners,False,120.0,,False,3.0,,False,0.32,,False,6310028449.0,0
35 g,35 g,True,Cooked & Seasoned Turkey Breast,Deli Express Cooked Turkey Value Size,False,30.0,30.0,True,0.0,0.0,True,0.27,0.27,True,6310028599.0,3
50 g,50 g,True,Smoked Honey Ham,Deli Express Honey Ham,False,50.0,50.0,True,0.0,0.0,True,0.43,0.43,True,6310028624.0,3
35 g,35 g,True,Smoked Chicken Breast,Deli Express Smoked Chicken,False,30.0,0.0,False,0.0,,False,0.3,0.3,True,6310028625.0,1
50 g,None None,False,Smoked Black Forest Ham,Deli Express Smoked Black Forest Ham - Value Size,False,50.0,,False,0.0,,False,0.42,,False,6310028629.0,0
15 g,nan,False,Original Sausage Snacks,"Pepperettes On-the-go Sausage Sticks, Original Flavour",False,80.0,,False,2.0,,False,0.26,,False,6310047928.0,0
18 g,nan,False,Ready Crisp Original Natural Bacon,Ready Crisp Fully Cooked Natural Bacon Slices,False,90.0,,False,2.0,,False,0.38,,False,6310088800.0,0
,nan,False,Dark Roast Fine Grind Coffee,Tim Hortons Dark Roast Fine Grind Coffee,False,,,False,,,False,,,False,6320908227.0,0
,nan,False,Original Blend Medium Roast Fine Grind Coffee,Tim Hortons Original Blend Fine Grind Coffee,False,,,False,,,False,,,False,6320908231.0,0
,nan,False,Original Blend Fine Grind Coffee K-Cup Pods,Tim Hortons Original Blend Medium Roast Coffee,False,,,False,,,False,,,False,6320908388.0,0
,nan,False,Decaf Fine Grind Coffee K-Cup Pods,Tim Hortons Medium Roast Decaffeinated Coffee,False,,,False,,,False,,,False,6320908389.0,0
,nan,False,Original Blend Medium Roast Coarse Grind Coffee,Tim Hortons Coarse Grind Original Blend Coffee,False,,,False,,,False,,,False,6320908933.0,0
48 g,35 g,False,French Vanilla Cappuccino Beverage Mix,Tim Hortons French Vanilla Cappuccino Beverage Mix,False,200.0,160.0,False,3.0,4.5,False,0.16,0.09,False,6320909370.0,0
,nan,False,100% Colombian Fine Grind Ground Coffee,Tim Hortons 100% Colombian Dark Medium Roast Fine Grind Coffee,False,,,False,,,False,,,False,6320909592.0,0
,nan,False,French Vanilla Fine Grind Coffee,Tim Hortons French Vanilla Light Medium Roast Coffee,False,,,False,,,False,,,False,6320909594.0,0
,nan,False,Hazelnut Medium Roast Fine Grind Coffee,Tim Hortons Hazelnut Light Medium Roast Coffee,False,,,False,,,False,,,False,6320909595.0,0
,nan,False,100% Colombian Fine Grind K-Cup Coffee Pods,Tim Hortons 100% Colombian Dark Medium Roast Coffee,False,,,False,,,False,,,False,6320909596.0,0
,nan,False,French Vanilla Fine Grind Coffee K-Cup Pods,Tim Hortons French Vanilla Light Medium Roast Coffee,False,,,False,,,False,,,False,6320909600.0,0
,nan,False,Hazelnut Fine Grind Coffee K-Cup Pods,Tim Hortons Hazelnut Light Medium Roast Coffee,False,,,False,,,False,,,False,6320909601.0,0
,nan,False,Chamomile Herbal Tea,Tim Hortons Chamomile Herbal Tea,False,,,False,,,False,,,False,6320909655.0,0
,nan,False,Apple Cinnamon Flavoured Herbal Tea,Tim Hortons Apple Cinnamon Tea,False,,,False,,,False,,,False,6320909685.0,0
15 g,nan,False,French Vanilla Cappuccino K-Cup Pods,Tim Hortons French Vanilla Cappuccino,False,70.0,,False,2.0,,False,0.26,,False,6320911272.0,0
,nan,False,Fine Grind Coffee K-Cup Pods Variety Pack,"Tim Hortons Single Serve Coffee Cups, 30 Variety Pack",False,,,False,,,False,,,False,6320911274.0,0
,nan,False,Dark Roast Fine Grind Coffee K-Cup Pods,Tim Hortons Dark Roast Coffee,False,,,False,,,False,,,False,6320911276.0,0
,nan,False,Orange Pekoe Blend Steeped Tea K-Cup Pods,Tim Hortons Steeped Tea - Orange Pekoe Blend,False,,,False,,,False,,,False,6320911393.0,0
,nan,False,Espresso Roast Fine Grind Coffee K-Cup Pods,Tim Hortons Espresso Coffee,False,,,False,,,False,,,False,6320911709.0,0
,nan,False,Orange Pekoe Black Tea,Tim Hortons Orange Pekoe Tea,False,,,False,,,False,,,False,6320912644.0,0
,nan,False,Dark Roast Premium Instant Coffee,TIM HORTONS INSTANT COFFEE DARK 100 GR,False,,,False,,,False,,,False,6320914642.0,0
125 ml,125 ml,True,Tomato Condensed Soup,Campbells Tomato Condensed Soup,False,110.0,110.0,True,0.0,0.2,False,0.75,0.75,True,6321100011.0,2
125 ml,125 ml,True,Cream of Mushroom Condensed Soup,Campbells Cream of Mushroom Condensed Soup,False,120.0,120.0,True,1.0,1.5,False,0.85,0.85,True,6321101261.0,2
125 ml,125 ml,True,Cream of Mushroom Condensed Soup,Campbell's Low Fat Cream of Mushroom Condensed Soup,False,70.0,70.0,True,1.0,1.0,True,0.64,0.64,True,6321111791.0,3
125 ml,125 ml,True,Cream of Broccoli Condensed Soup,Campbells Low Fat Cream of Broccoli Condensed Soup,False,70.0,90.0,False,0.0,0.5,False,0.64,0.64,True,6321112562.0,1
125 ml,nan,False,Cream of Cauliflower Condensed Soup,Campbells Cream of Cauliflower,False,90.0,,False,1.0,,False,0.61,,False,6321127376.0,0
32 g,nan,False,Morning Snack Soft Yogurt Filled Biscuits with Cereal & Vanilla Yogurt,Dare Bear Paws Morning Snack Cereal & Vanilla Yogourt Cookies,False,120.0,,False,1.0,,False,0.08,,False,6334800171.0,0
35 g,nan,False,Confetti Brownie Bite-Sized Cookies with Crunchy Sprinkles,Bear Paws Minis Confetti Brownie Cookies,False,140.0,,False,1.0,,False,0.1,,False,6334800492.0,0
40 g,40 g,True,Baked Apple Soft Cookies,Bear Paws Baked Apple Cookies,False,170.0,170.0,True,1.0,1.5,False,0.15,0.15,True,6334800689.0,2
40 g,40 g,True,Chocolate Chip Soft Cookies,Bear Paws Chocolate Chip Cookies,False,160.0,170.0,False,2.0,2.0,True,0.14,0.14,True,6334800694.0,2
28 g,nan,False,Birthday Cake Soft Cookies,Bear Paws Birthday Cake,False,120.0,,False,3.0,,False,0.09,,False,6334800796.0,0
30 g,nan,False,Salted Caramel Cookies Covered with Milk Chocolate,Whippet Minis Salted Caramel,False,130.0,,False,3.0,,False,0.12,,False,6334801100.0,0
32 g,nan,False,Morning Snack Cereal & Strawberries Soft Fruit Filled Biscuits,Dare Bear Paws Morning Snack Cereal & Strawberry Cookies,False,120.0,,False,1.0,,False,0.07,,False,6334801197.0,0
28 g,nan,False,Chocolate Crunchy Sandwich Crème Cookies,Bear Paws Sandwich Cookies Chocolate,False,140.0,,False,2.0,,False,0.09,,False,6334801400.0,0
28 g,nan,False,Vanilla Crunchy Sandwich Crème Cookies,Bear Paws Vanilla Sandwich Cookies,False,140.0,,False,2.0,,False,0.08,,False,6334801410.0,0
28 g,28 g,True,Chocolate Chip Soft Granola Cookies,Bear Paws Dare Soft Granola Chocolate Chip Cookies,False,130.0,130.0,True,2.0,2.0,True,0.07,0.07,True,6334801594.0,3
35 g,nan,False,Original Marshmallow Cookies,"Wagon Wheels Cookies, Dare",False,150.0,,False,4.0,,False,0.045,,False,6334816549.0,0
30 g,30 g,True,Shredded Natural Pizza Mozzarella Cheese,Saputo Mozzarellissima Shredded Cheese,False,70.0,70.0,True,2.0,2.5,False,0.22,0.22,True,6354924010.0,2
30 g,30 g,True,Cocktail Bocconcini,Saputo Cocktail Bocconcini Cheese,False,80.0,80.0,True,3.0,3.5,False,0.0,0.0,True,6354951083.0,2
250 ml,nan,False,Original Fortified Almond Beverage,Natur-a Original Almond Beverage,False,60.0,,False,0.0,,False,0.14,,False,6366709001.0,0
250 ml,nan,False,Vanilla Fortified Almond Beverage,Natur-a Vanilla Almond Beverage,False,90.0,,False,0.0,,False,0.13,,False,6366709002.0,0
250 ml,nan,False,Unsweetened Fortified Almond Beverage,Natur-a Unsweetened Almond Beverage,False,30.0,,False,0.0,,False,0.1,,False,6366709006.0,0
250 ml,nan,False,Chocolate Fortified Almond Beverage,Natur-a Chocolate Almond Beverage,False,120.0,,False,0.0,,False,0.16,,False,6366709008.0,0
19 g,19 g,True,Chocolate Hazelnut Spread,Major Gourmet Chocolate Hazelnut Spread,False,110.0,110.0,True,1.0,1.5,False,0.01,0.01,True,6367544900.0,2
28 g,nan,False,Raspberry Fruit & Oat Bars,Go Pure Raspberry Fruit & Oat Bars,False,100.0,,False,0.0,,False,0.02,,False,6404249805.0,0
28 g,nan,False,Coconut & Pineapple Fruit & Oat Bars,Go Pure Coconut & Pineapple Fruit & Oat Bars,False,100.0,,False,1.0,,False,0.015,,False,6404249807.0,0
28 g,nan,False,Strawberry Fruit & Oat Bars,Go Pure Strawberry Fruit & Oat Bars,False,100.0,,False,0.0,,False,0.02,,False,6404249808.0,0
28 g,nan,False,Banana & Strawberry Fruit & Oat Bars,Go Pure Banana & Strawberry Fruit & Oat Bars,False,100.0,,False,0.0,,False,0.02,,False,6404249809.0,0
49 g,49 g,True,Almond Raisin Five Grain Cereal,"Kelloggs Müslix Almond Raisin Cereal, 450g",False,170.0,170.0,True,0.0,0.3,False,0.105,0.105,True,6410000159.0,2
55 g,55 g,True,Meal Replacement Cereal,"Kelloggs Vector Meal Replacement Jumbo, 850g, Cereal",False,,,False,,,False,0.212,,False,6410003632.0,0
41 g,41 g,True,Red Berries Cereal,"Kelloggs Special K Red Berries, Jumbo, 700g, Cereal",False,150.0,,False,0.0,0.0,True,0.26,,False,6410007984.0,1
20 g,20 g,True,Salt & Vinegar Cracker Chips,"Kelloggs Special K Cracker Chips, Salt & Vinegar, 113g",False,80.0,80.0,True,0.0,0.2,False,0.19,0.19,True,6410010182.0,2
