serving_size_raw_mintel,serving_size_raw_loblaws,serving_size_raw_exact_match,name_mintel,name_loblaws,name_exact_match,calories_mintel,calories_loblaws,calories_exact_match,saturatedfat_mintel,saturatedfat_loblaws,saturatedfat_exact_match,sodium_mintel,sodium_loblaws,sodium_exact_match,upc_code,total_match_count
250 ml,250 ml,True,Unsweetened Fortified Almond Beverage,Natur-A Enriched Almond Unsweetened,False,30.0,30.0,True,0.0,0.2,False,0.1,0.1,True,63667090067.0,3
28 g,28 g,True,Raspberry Fruit & Oat Bars,"Go Pure Fruit and Oat Bars, Raspberry",False,100.0,100.0,True,0.0,0.2,False,0.02,0.02,True,64042498058.0,3
28 g,28 g,True,Coconut & Pineapple Fruit & Oat Bars,"Go Pure Fruit and Oat Bars, Coconut and Pineapple",False,100.0,100.0,True,1.0,1.0,True,0.015,0.015,True,64042498072.0,4
28 g,28 g,True,Strawberry Fruit & Oat Bars,Leclerc Go P Fr Oat Stwby Bar,False,100.0,100.0,True,0.0,0.2,False,0.02,0.02,True,64042498089.0,3
28 g,28 g,True,Banana & Strawberry Fruit & Oat Bars,"Go Pure Fruit and Oat Bars, Banana and Strawberry",False,100.0,100.0,True,0.0,0.2,False,0.02,0.02,True,64042498096.0,3
49 g,53 g,False,Apple Crisp Five Grain Cereal,Müslix Apple Crisp Cereal,False,180.0,200.0,False,1.0,1.0,True,0.115,0.21,False,64100001497.0,1
49 g,54 g,False,Almond Raisin Five Grain Cereal,Müslix Almond Raisin Cereal,False,170.0,210.0,False,0.0,0.4,False,0.105,0.13,False,64100001596.0,0
55 g,55 g,True,Meal Replacement Cereal,Vector Meal Replacement Cereal,False,,220.0,False,,0.5,False,0.212,0.22,False,64100036321.0,1
41 g,29 g,False,Red Berries Cereal,"Special K Red Berries Cereal, Jumbo",False,150.0,110.0,False,0.0,0.0,True,0.26,0.18,False,64100079847.0,1
32 g,32 g,True,Original Cereal,"Special K Original Cereal, Family Pack",False,120.0,120.0,True,0.0,0.0,True,0.2,0.2,True,64100106239.0,4
28 g,28 G,False,Cereal,"Frosted Flakes Cereal, Family Size",False,110.0,100.0,False,0.0,0.0,True,0.13,0.13,True,64100108219.0,2
29 g,29 g,True,Vanilla Almond Cereal,"Special K Vanilla Almond Cereal, Family Pack",False,110.0,110.0,True,0.0,0.0,True,0.16,0.16,True,64100110878.0,4
63 g,63 g,True,Vector Granola Honey Almond Granola,Vector Granola Honey Almond Cereal,False,290.0,290.0,True,1.0,1.5,False,0.095,0.095,True,64100110984.0,3
28 g,28 g,True,Original Potato Chips,Original Potato Chips,True,150.0,150.0,True,2.0,2.5,False,0.15,0.15,True,64100111332.0,4
28 g,28 g,True,Sour Cream & Onion Flavoured Potato Chips,Sour Cream & Onion Flavour Potato Chips,False,150.0,150.0,True,2.0,2.5,False,0.16,0.16,True,64100111356.0,3
28 g,28 g,True,BBQ Flavoured Potato Chips,BBQ Flavour Potato Chips,False,150.0,150.0,True,2.0,2.5,False,0.135,0.135,True,64100111370.0,3
28 g,28 g,True,Salt & Vinegar Flavour Potato Chips,Salt & Vinegar Flavour Potato Chips,True,150.0,150.0,True,2.0,2.5,False,0.18,0.18,True,64100111417.0,4
33 g,33 g,True,Dark Chocolate Chunks & Almonds Chewy Bars,Special K Nourish Dark Chocolate Chunks & Almonds Bar,False,170.0,170.0,True,3.0,3.5,False,0.045,0.045,True,64100113312.0,3
33 g,33 g,True,Cranberries & Almonds Chewy Bars,Special K Nourish Cranberries & Almonds Bar,False,140.0,140.0,True,1.0,1.5,False,0.045,0.045,True,64100113343.0,3
54 g,54 g,True,"Apples, Raspberries & Almonds Cereal","Nourish Apple, Raspberry & Almonds",False,210.0,220.0,False,0.0,0.4,False,0.17,0.19,False,64100113633.0,1
55 g,55 g,True,"Coconut, Cranberries & Almonds Cereal","Nourish Apple, Coconut & Almond",False,220.0,220.0,True,2.0,2.0,True,0.16,0.16,True,64100113657.0,4
33 g,33 g,True,Coconut Cashew & Dark Chocolate Chunks Chewy Bars,"Special K Nourish Bar with Quinoa, Coconut Cashew & Dark Chocolate Chunks",False,170.0,170.0,True,4.0,4.0,True,0.035,0.045,False,64100118461.0,3
29 g,29 g,True,Cereal,Corn Flakes Cereal,False,110.0,110.0,True,0.0,0.0,True,0.18,0.17,False,64100122253.0,3
56 g,56 g,True,Honey Almond Ancient Grains Cereal,Special K Ancient Grains,False,220.0,220.0,True,0.0,0.4,False,0.25,0.25,True,64100128064.0,3
67 g,67 g,True,Spicy Black Bean Veggie Burgers,"MorningStar Farms Spicy Black Bean Veggie Burger, 268g",False,130.0,130.0,True,0.0,0.5,False,0.22,0.22,True,64100128866.0,3
67 g,67 g,True,Harvest Veggie Burgers,Morningstar Farms Harvest Veggie Burgers,False,110.0,110.0,True,0.0,0.5,False,0.39,0.39,True,64100128880.0,3
67 g,67 g,True,Mediterranean Chickpea Veggie Burgers,"MorningStar Farms Mediterranean Chickpea Veggie Burger, 268g",False,130.0,130.0,True,0.0,0.5,False,0.28,0.28,True,64100128903.0,3
22 g,,False,Cookies 'n Crème Bars,Rice Krispies Cookies n Cream Bars,False,90.0,,False,1.0,,False,0.085,,False,64100128927.0,0
71 g,71 g,True,Chipotle Black Bean Crumblers,Chipotle Black Bean,False,80.0,80.0,True,0.0,0.3,False,0.39,0.39,True,64100130357.0,3
20 g,20 g,True,Sharp White Cheddar Baked Snack Crackers,"Crunch, Sharp White Cheddar, Baked Snack Crackers",False,90.0,90.0,True,1.0,1.0,True,0.16,0.16,True,64100131552.0,4
20 g,20 g,True,Zesty Cheddar Ranch Baked Snack Crackers,"Crunch, Zesty Cheddar Ranch Flavor, Baked Snack Crackers",False,90.0,90.0,True,0.0,0.5,False,0.16,0.16,True,64100131606.0,3
20 g,20 g,True,Hot & Spicy Baked Snack Crackers,"Hot & Spicy, Baked Snack Crackers",False,100.0,100.0,True,1.0,1.0,True,0.2,0.2,True,64100131651.0,4
20 g,20 g,True,Original Baked Snack Crackers,Cheez-It Baked Original Snack Crackers,False,100.0,100.0,True,1.0,1.0,True,0.15,0.15,True,64100131736.0,4
22 g,22 g,True,Rainbow Bars,"Rice Krisipes Squares Bars, Rainbow 8 bars",False,90.0,90.0,True,1.0,1.0,True,0.07,0.07,True,64100196049.0,4
70 g,70 g,True,Blueberry Waffles,"Eggo Blueberry Flavour Waffles, 16 wafles",False,180.0,180.0,True,1.0,1.5,False,0.37,0.37,True,64100238152.0,3
37 g,37 g,True,Mixed Berry Flavoured Cereal Bars,"Nutri-Grain Cereal Bars, Mixed Berry 8 bars",False,140.0,130.0,False,0.0,0.5,False,0.095,0.085,False,64100273023.0,1
37 g,37 g,True,Blueberry Flavoured Cereal Bars,"Nutri-Grain Cereal Bars, Blueberry 8 bars",False,140.0,130.0,False,0.0,0.5,False,0.095,0.085,False,64100282025.0,1
37 g,37 g,True,Raspberry Flavoured Cereal Bars,"Nutri-Grain Cereal Bars, Raspberry 8 bars",False,140.0,130.0,False,0.0,0.5,False,0.095,0.085,False,64100283022.0,1
37 g,37 g,True,Strawberry Flavoured Cereal Bars,"Nutri-Grain Cereal Bars, Strawberry 8 bars",False,140.0,130.0,False,0.0,0.5,False,0.11,0.1,False,64100284029.0,1
31 g,31 g,True,Fruit & Yogurt Flavour Cereal,Special K Fruit & Yogurt Flavour Cereal,False,120.0,120.0,True,0.0,0.5,False,0.14,0.14,True,64100351349.0,3
30 g,30 g,True,Cereal,Crispix Krispies Cereal,False,110.0,110.0,True,0.0,0.0,True,0.18,0.18,True,64100358034.0,4
22 g,22 g,True,Original Cereal Bars,"Rice Krisipes Squares Bars, Original 8 bars",False,90.0,90.0,True,0.0,0.5,False,0.105,0.105,True,64100389007.0,3
27 g,27 g,True,Natural Fruit Flavoured Cereal,"Froot Loops Cereal, Family Size",False,110.0,110.0,True,0.0,0.5,False,0.1,0.1,True,64100448889.0,3
20 g,20 g,True,Cheddar Flavoured Cracker Chips,"Special K Cracker Chips, Cheddar",False,80.0,80.0,True,0.0,0.4,False,0.15,0.15,True,64100707610.0,3
20 g,20 g,True,Original Cracker Chips,"Special K Cracker Chips, Original",False,80.0,80.0,True,0.0,0.2,False,0.15,0.15,True,64100707641.0,3
55 g,55 g,True,Original Cereal,"Mini-Wheats Cereal, Original, Family Size",False,200.0,200.0,True,0.0,0.2,False,0.0,0.0,True,64100779020.0,3
50 g,50 g,True,Crunchy Multigrain Clusters with a Touch of Vanilla,Special K Protein Cereal,False,190.0,190.0,True,0.0,0.5,False,0.125,0.125,True,64100914520.0,3
125 ml,125 ml,True,Mild Finely Chopped Tomatoes & Green Chilies,"Diced Tomatoes, Mild",False,25.0,25.0,True,0.0,0.0,True,0.38,0.38,True,64144285532.0,4
85 g,85 g,True,Spinach Fettuccine Pasta,Bistro Spinach Fettuccine,False,300.0,320.0,False,0.0,0.5,False,0.37,0.035,False,64200115650.0,1
125 ml,125 ml,True,Tomato and Basil Pasta Sauce,Garden Select Tomato & Basil Pasta Sauce,False,50.0,70.0,False,0.0,0.2,False,0.37,0.34,False,64200327886.0,1
125 ml,125 ml,True,Fine Herbs Pasta Sauce,Garden Select Fine Herbs Pasta Sauce,False,45.0,50.0,False,0.0,0.0,True,0.37,0.37,True,64200327961.0,3
0.9 g,0.9 g,True,Pizza Yeast,"Yeast, Pizza Crust",False,3.0,3.0,True,,0.0,False,,0.0,False,64217000079.0,2
0.9 g,0.8 g,False,Quick-Rise Instant Yeast,Quick Rise Yeast,False,3.0,3.0,True,,0.0,False,,0.0,False,64217007030.0,1
1 g,0.8 g,False,Traditional Active Dry Yeast,Traditional Yeast,False,4.0,3.0,False,,0.0,False,0.003,0.0,False,64217007054.0,0
53 ml,,False,Juice Ice Bars,Fruitsation Juice Icebar,False,0.0,,False,0.0,,False,0.01,,False,64331760064.0,0
250 ml,250 ml,True,Fine-Filtered Lactose Free Ultra-Filtered Partly Skimmed Milk,Lactose Free 2% Dairy Product (2L),False,120.0,130.0,False,3.0,3.0,True,0.07,0.07,True,64420255013.0,3
250 ml,250 ml,True,Fine-Filtered Lactose Free 3.25% Homogenized Milk,Lactose Free Homogenized Milk,False,150.0,150.0,True,6.0,6.0,True,0.07,0.07,True,64420355010.0,4
40 g,40 g,True,Chocolatey Pretzels,Chocolate Pretzels,False,190.0,190.0,True,7.0,7.0,True,0.18,0.32,False,64777378960.0,3
2.7 g,2.7 G,False,Rain Spearmint Sugar-Free Gum,Rain (Case),False,5.0,5.0,True,,0.0,False,,0.0,False,64900208386.0,1
28 g,28 g,True,Oat Banana Mango Baby Cereal,Stage 3 Oat Banana Mango Baby Cereal,False,120.0,110.0,False,,0.0,False,0.065,0.03,False,65000133615.0,1
28 g,28 g,True,Rice Baby Cereal,Rice Cereal,False,120.0,120.0,True,,0.0,False,0.05,0.03,False,65000138085.0,2
28 g,28 G,False,Rice Banana Baby Cereal,Rice & Banana Baby Cereal,False,120.0,120.0,True,,0.0,False,0.05,0.03,False,65000138122.0,1
28 g,28 g,True,Multigrain Yogurt Raspberry Baby Cereal,Stage 3 Multigrain Yogurt Raspberry Baby Cereal,False,120.0,110.0,False,,0.0,False,0.06,0.03,False,65000138146.0,1
28 g,28 g,True,Oat Baby Cereal,Oat Baby Cereal,True,110.0,120.0,False,,0.0,False,0.065,0.035,False,65000138207.0,2
237 ml,237 ml,True,Chocolate Flavoured Meal Replacement,CARNATION Breakfast Essentials Chocolate,False,,240.0,False,0.0,0.5,False,0.265,0.27,False,65000477894.0,1
237 ml,237 ml,True,Vanilla Flavoured Meal Replacement,CARNATION Breakfast Essentials Vanilla,False,,240.0,False,0.0,0.5,False,0.265,0.27,False,65000477955.0,1
28 g,28 g,True,Multigrain Yogurt Blueberry Baby Cereal,Stage 3 Multigrain Yogurt Blueberry Baby Cereal,False,120.0,120.0,True,,0.0,False,0.06,0.03,False,65000684476.0,2
123 g,123 g,True,Peaches in Strawberry Gel,Peaches in Strawberry Gel,True,90.0,90.0,True,0.0,0.0,True,0.03,0.03,True,65250030320.0,5
123 g,123 g,True,Whole Blueberries in Blueberry Pudding,Fruit 'n Pudding Whole Blueberries in Blueberry Pudding,False,110.0,110.0,True,2.0,2.5,False,0.03,0.03,True,65250033291.0,3
95 g,95 g,True,Original Skipjack Tuna Meal,"SnacKit, Light Tuna",False,150.0,150.0,True,0.0,0.5,False,0.32,0.32,True,65302206000.0,3
95 g,96 g,False,Onion & Celery Tuna Meal,"Tuna With Rice Crackers, Lemon & Pepper",False,150.0,150.0,True,0.0,1.0,False,0.29,0.39,False,65302209070.0,1
106 g,106 ml,False,Arrabiata Sauce,"Authentica World Cuisine Arrabiata Sauce Red Plum Tomatoes, Garlic & Chilli Peppers",False,70.0,90.0,False,0.0,0.5,False,0.33,0.33,True,65302300029.0,1
40 g,22 g,False,Milk Chocolate Chips,Milk Chocolate Chips,True,210.0,110.0,False,7.0,4.0,False,0.029,0.015,False,65362805014.0,1
46 g,46 g,True,Oats 'N' Honey Crunchy Granola Bars,"Crunchy Granola Bars, Oats 'N' Honey",False,210.0,210.0,True,1.0,1.0,True,0.135,0.135,True,65633074705.0,4
46 g,46 g,True,Peanut Butter Granola Bars,"Crunchy Granola Bars, Peanut Butter",False,220.0,220.0,True,1.0,1.0,True,0.15,0.15,True,65633074712.0,4
28 g,30 g,False,Coconut Flavoured Cereal,"Cheerios, Frosted Vanilla Edition",False,110.0,110.0,True,0.0,0.3,False,0.12,0.13,False,65633116115.0,1
29 g,29 g,True,Naturally Flavoured Cereal with Honey and Nuts,Honey Nut Cheerios,False,110.0,110.0,True,0.0,0.3,False,0.16,0.16,True,65633132948.0,3
29 g,29 g,True,Naturally Flavoured Cereal with Honey and Nuts,Cheerios Cereal Honey Nut Family Size,False,110.0,110.0,True,0.0,0.3,False,0.16,0.16,True,65633134140.0,3
30 g,30 g,True,Cereal,Cheerios Cereal Multi-Grain Family Size,False,120.0,120.0,True,0.0,0.3,False,0.18,0.18,True,65633134157.0,3
27 g,27 G,False,Cereal,Cheerios Cereal Family Size,False,100.0,100.0,True,0.0,0.4,False,0.17,0.17,True,65633134652.0,2
27 g,,False,Chocolate Chip Bars,Larabar Bars Chocolate Chip,False,120.0,,False,4.0,,False,0.055,,False,65633146112.0,0
21 g,21 g,True,Three Flavour Variety Pack Fruit Flavoured Snacks,"Fruit By The Foot, 3 Flavour Variety Pack",False,80.0,80.0,True,0.0,0.5,False,0.05,0.05,True,65633146372.0,3
32 g,32 g,True,Fruity Shapes Cereal,Trix Cereal Fruity Shapes,False,130.0,130.0,True,0.0,0.2,False,0.15,0.15,True,65633150836.0,3
42 g,,False,Maple Brown Sugar Granola Bars,"Crunchy Bars, Maple Brown Sugar",False,190.0,,False,0.0,,False,0.15,,False,65633156814.0,0
26 g,26 g,True,Banana Chocolate Chip with Veggie Bars,Nv Lnch Bx Gran Br Ban Cho Chp,False,90.0,90.0,True,0.0,0.5,False,0.075,0.075,True,65633156821.0,3
35 g,,False,Dark Chocolate Nut Granola Bars,Chewy Dark Chocolate Granola Bar,False,160.0,,False,3.0,,False,0.15,,False,65633157361.0,0
35 g,,False,Almond Granola Bars,"Sweet and Salty Granola Bars, Almond",False,160.0,,False,2.0,,False,0.15,,False,65633157392.0,0
35 g,,False,Peanut Granola Bars,Chewy Peanut Granola Bar,False,170.0,,False,2.0,,False,0.14,,False,65633157750.0,0
35 g,,False,Salted Caramel Chocolate Flavour Granola Bars,"Sweet and Salty Granola Bars, Salted Caramel and Chocolate",False,160.0,,False,3.0,,False,0.14,,False,65633158092.0,0
28 g,28 g,True,Hershey's Kisses Cereal,Herseys Kisses Cereal,False,110.0,110.0,True,0.0,0.3,False,0.12,0.12,True,65633160729.0,3
36 g,36 q,False,Peanut Butter Flavoured Bars,Wafer Peanut Butter,False,200.0,200.0,True,4.0,,False,0.17,0.17,True,65633163218.0,2
36 g,36 g,True,Peanut Butter Chocolate Flavour Bars,Wafer Peanut Butter Chocolate,False,200.0,200.0,True,5.0,5.0,True,0.13,0.13,True,65633163225.0,4
21 g,21 g,True,Rippin' Berry Berry Flavoured Fruit Snacks,"Fruit By The Foot, Rippin' Berry Berry",False,80.0,80.0,True,0.0,0.5,False,0.05,0.05,True,65633179127.0,3
52 g,,False,Chocolate Peanut Butter Cup Protein Bar,"Protein Bar, Peanut Butter Chocolate",False,230.0,,False,2.0,,False,0.14,,False,65633277984.0,0
28 g,28 g,True,Rice Cereal,Chex,False,110.0,110.0,True,0.0,0.0,True,0.23,0.23,True,65633405233.0,4
23 g,23 g,True,Spooky Scooby-Doo! Fruit Flavoured Snacks,Scooby Doo Fruit Flavoured Snacks,False,80.0,80.0,True,,0.0,False,0.03,0.025,False,65633439450.0,2
33 g,33 g,True,Vanilla Frosting,"Creamy Deluxe, Vanilla",False,140.0,140.0,True,2.0,2.5,False,0.07,0.07,True,65633455610.0,3
105 g,53 g,False,Large Egg Family Pack,Grade A Large Eggs,False,160.0,70.0,False,3.0,1.5,False,0.13,0.065,False,65651000014.0,0
58 g,58 g,True,Extra Large Size Eggs,"Grade A White Eggs, Super Extra Large",False,80.0,80.0,True,2.0,2.0,True,0.075,0.075,True,65651000083.0,4
105 g,53 g,False,Omega 3 Large Brown Eggs,"Omega 3 Brown Eggs, Large",False,160.0,70.0,False,3.0,1.5,False,0.13,0.065,False,65651003268.0,0
105 g,105 g,True,Large Size Eggs,"Nest Laid White Eggs, Large",False,160.0,160.0,True,3.0,3.5,False,0.13,0.13,True,65651005590.0,3
95 g,,False,"Sausage, Ham & Bacon Meat Lover's Crustless Quiche",Egg Bakes! Crustless Quiche 4 Cheese & Ham,False,190.0,,False,6.0,,False,0.37,,False,65651019283.0,0
175 g,175 g,True,Lemon Yogurt,Mediterranee Lemon Yogurt,False,240.0,240.0,True,8.0,8.0,True,0.115,0.115,True,65684000227.0,4
175 g,175 g,True,Coconut Yogurt,"Méditerranée Yogurt, Coconut 9%",False,250.0,250.0,True,9.0,10.0,False,0.07,0.07,True,65684006250.0,3
100 g,,False,Raspberry Greek Yogurt,Greek Yogurt Raspberry 3%,False,80.0,,False,1.0,,False,0.035,,False,65684112784.0,0
100 g,,False,Vanilla Greek Yogurt,Greek Yogurt Vanilla 3%,False,80.0,,False,1.0,,False,0.035,,False,65684112814.0,0
100 g,100 g,True,Strawberry Lemon Greek Yogurt,"Greek Yogurt Strawberry Lemon ,5 % M.F.",False,120.0,120.0,True,2.0,2.5,False,0.03,0.03,True,65684115754.0,3
200 ml,,False,Strawberry Kéfir Probiotic Fermented Milk,Organic Kefir Srawberry,False,110.0,,False,1.0,,False,0.1,,False,65684116515.0,0
26 g,26 g,True,Turkey Bacon,Butterball Bacon-Rasher Turkey,False,35.0,35.0,True,0.0,0.4,False,0.22,0.22,True,65822412851.0,3
100 g,per 100 g,False,Seasoned Boneless Stuffed Turkey Breast,"Stuffed Boneless Turkey Breast Roast, Frozen",False,120.0,120.0,True,1.0,1.0,True,0.45,0.45,True,65822460197.0,3
125 g,,False,Turkey Breast Strips with Hickory Smoked Barbecue Sauce,Hickory Turkey Breast Strips,False,70.0,,False,0.0,,False,0.16,,False,65843109785.0,0
5 ml,,False,Lemon Juice with Garlic,Lemon Garlic Juice,False,0.0,,False,,,False,,,False,65912001866.0,0
250 ml,per 250 ml,False,Tomato Clam Cocktail,"Clamato, The Works",False,60.0,60.0,True,0.0,0.0,True,0.77,0.77,True,65912006595.0,3
1.5 g,1.5 g,True,Iodised Half Salt,Half Salt,False,0.0,0.0,True,,0.0,False,0.29,0.26,False,66010070280.0,2
1.3 g,1.3 g,True,Iodised Salt-Free Salt Substitute,Salt Free Salt Substitute,False,0.0,0.0,True,,0.0,False,0.0,0.0,True,66010070303.0,3
1.5 g,1.5 g,True,Natural Fine Himalayan Pink Salt,Himalayan Pink Salt Fine,False,0.0,0.0,True,,0.0,False,0.59,0.59,True,66010080685.0,3
1.5 g,1.5 g,True,Natural Coarse Himalayan Pink Salt,Himalayan Pink Salt Coarse,False,0.0,0.0,True,,0.0,False,0.57,0.5700000000000001,False,66010080708.0,2
30 ml,30 ml,True,Original Sour Cream,"Sour Cream, Regular 14%",False,45.0,45.0,True,2.0,2.5,False,0.025,0.025,True,66013141604.0,3
30 ml,30 ml,True,Gold Sour Cream,Gold Sour Cream 18%,False,60.0,60.0,True,3.0,3.5,False,0.02,0.025,False,66013143608.0,2
15 g,15 g,True,Light Real Whipped Cream,"Real Whipped Cream, Light",False,30.0,30.0,True,1.0,1.0,True,0.01,0.01,True,66013583657.0,4
10 g,10 g,True,Salted Butter Sticks,"Butter Sticks, Salted",False,70.0,70.0,True,5.0,5.0,True,0.065,0.08,False,66013595124.0,3
30 g,30 g,True,Plain Bread Crumbs,"Bread Crumbs, Plain",False,100.0,100.0,True,0.0,0.0,True,0.34,0.34,True,66086144205.0,4
10 g,10 g,True,Unsalted Cultured Butter,"My Country Butter, Unsalted",False,70.0,70.0,True,5.0,5.0,True,0.0,0.0,True,66096123016.0,4
10 g,10 g,True,Unsalted Country Churned Butter,Unsalted Butter,False,70.0,70.0,True,5.0,5.0,True,0.0,0.0,True,66096123450.0,4
9.8 g,1.0 cup,False,Dark Roast Single Serve Pods,Dark Roast Coffee 100% Compostable Pods,False,10.0,10.0,True,,0.0,False,0.0,0.005,False,66188002748.0,1
9.8 g,,False,House Blend Coffee Single Serve Pods,House Blend Coffee 100% Compostable Pods,False,10.0,,False,,,False,0.0,,False,66188005534.0,0
24 g,24 g,True,Original Lemonade Drink Mix,Lemonade Drink Mix,False,90.0,90.0,True,,0.0,False,0.025,0.025,True,66188053375.0,3
31 g,31 g,True,Orange Flavoured Drink Mix,Orange Drink Mix,False,120.0,120.0,True,,0.0,False,0.005,0.005,True,66188055300.0,3
7.2 g,7.2 g,True,Beef Stew Seasoning Mix,"Seasoning Mix, Beef Stew",False,20.0,20.0,True,0.0,0.0,True,0.33,0.33,True,66200004910.0,4
6.3 g,6.3 g,True,Brown Gravy Mix,Brown Gravy Mix,True,20.0,20.0,True,0.0,0.0,True,0.38,0.37,False,66200004934.0,4
6.3 g,6.3 g,True,Chicken Gravy Mix,Chicken Gravy Mix,True,20.0,20.0,True,0.0,0.0,True,0.33,0.33,True,66200004958.0,5
7.5 g,7.5 g,True,Yorkshire Pudding Mix,Yorkshire Pudding Mix,True,30.0,30.0,True,0.0,0.3,False,0.075,0.075,True,66200005375.0,4
7.8 g,7.8 g,True,Shepherd's Pie Seasoning Mix,Shepherd's Pie Seasoning Mix,True,20.0,20.0,True,0.0,0.0,True,0.61,0.61,True,66200005382.0,5
6.3 g,6.3 g,True,25% Less Salt Brown Gravy Mix,"Brown Gravy Mix, Gluten-Free",False,20.0,20.0,True,0.0,0.0,True,0.28,0.27,False,66200015275.0,3
6.3 g,6.3 g,True,25% Less Salt Chicken Gravy Mix,"Chicken Gravy Mix, Gluten-Free",False,20.0,20.0,True,0.0,0.0,True,0.24,0.27,False,66200015909.0,3
7.5 g,7.5 g,True,Alfredo Sauce Mix,"Pasta Sauce Mix, Alfredo",False,30.0,30.0,True,0.0,0.5,False,0.23,0.33,False,66200019808.0,2
,,False,Montreal Steak Spice,Montreal Steak Spice,True,,,False,,,False,,,False,66200020989.0,1
1 g,,False,Original Seasoning,Original Seasoning Blend,False,0.0,,False,,,False,0.115,,False,66200021085.0,0
1 g,,False,Garlic and Onion with Black Pepper and Sea Salt All Purpose Seasoning,"Garlic And Onion, Black Pepper And Sea Salt",False,0.0,,False,,,False,0.1,,False,66200022556.0,0
1 g,,False,Everything Bagel with Sesame Seed and Onion All Purpose Seasoning,Everything Bagel with Sesame Onion,False,0.0,,False,,,False,0.075,,False,66200022754.0,0
1 g,1 g,True,Montreal Chicken Seasoning,"Seasoning, Montreal Chicken",False,0.0,0.0,True,,0.0,False,0.19,0.19,True,66200912734.0,3
39 g,,False,Assorted Candy,Candy,False,130.0,,False,0.0,,False,0.045,,False,66259043892.0,0
42 g,,False,Assorted Sour Candy,Misfits Sour Assorted Candy,False,140.0,,False,0.0,,False,0.04,,False,66259043908.0,0
15 g,16 g,False,Crunchy Peanut Butter,"Peanut Butter, Crunchy",False,100.0,100.0,True,1.0,1.5,False,0.0,0.005,False,66581001058.0,1
22 g,22 g,True,Fruit Flavoured Snacks,"Fruit Snacks, Assorted Flavours",False,70.0,60.0,False,0.0,0.0,True,0.045,0.001,False,66600025232.0,2
84 g,84 g,True,Sardines in Soya Oil,"Sardines, Soy Oil",False,170.0,170.0,True,2.0,2.5,False,0.27,0.27,True,66613000059.0,3
84 g,84 g,True,Sardines in Lemon Sauce,"Sardines, Lemon Sauce",False,170.0,170.0,True,3.0,3.0,True,0.24,0.24,True,66613000080.0,4
84 g,84 g,True,Sardines in Spring Water,"Sardines, Spring Water",False,130.0,110.0,False,1.0,1.5,False,0.2,0.27,False,66613000097.0,1
80 g,80 g,True,Golden Smoked Boneless Herring Fillets,"Seafood Snacks, Golden Smoked",False,160.0,140.0,False,2.0,2.5,False,0.32,0.38,False,66613185084.0,1
60 ml,60 ml,True,Hot Chicken Sandwich Homestyle Gravy,Hot Chicken Sauce,False,15.0,15.0,True,0.0,0.0,True,0.36,0.36,True,66701001012.0,4
118 g,118 g,True,Chicken Pot Pie,Chicken Pot Pie 2 x 235 g,False,300.0,340.0,False,6.0,8.0,False,0.5,0.51,False,66701009759.0,1
140 g,140 g,True,Honey Garlic Pork Back Ribs,"Pork Back Ribs, Honey Garlic",False,310.0,310.0,True,6.0,6.0,True,0.35,0.35000000000000003,False,66701009988.0,3
140 g,,False,Texas Style BBQ Pork Back Ribs,Montana's Texan BBQ Ribs,False,300.0,,False,6.0,,False,0.59,,False,66701010380.0,0
15 g,15 g,True,Cookies,Mini Oreo Cookies,False,70.0,80.0,False,1.0,1.0,True,0.07,0.075,False,66721004598.0,2
29 g,29 g,True,Original Cookies,"CHRISTIE CHIPS AHOY! Original, 300g",False,140.0,140.0,True,2.0,2.5,False,0.085,0.085,True,66721006677.0,3
29 g,29 G,False,Original Cookies,"CHRISTIE CHIPS AHOY! Original, 460g",False,140.0,140.0,True,2.0,2.5,False,0.085,0.085,True,66721006684.0,2
20 g,20 g,True,Simply Salt Rice Crackers,"Good Thins, The Rice One Simply Salt",False,90.0,90.0,True,0.0,0.0,True,0.055,0.055,True,66721006936.0,4
19 g,19 g,True,Multigrain Rice & Millet Crackers,"Good Thins, The Rice One Multigrain",False,80.0,90.0,False,0.0,0.0,True,0.075,0.08,False,66721006943.0,2
20 g,20 g,True,Sea Salt & Pepper Flavour Rice Crackers,"Good Thins, The Rice One Simply Sea Salt Pepper",False,80.0,80.0,True,0.0,0.0,True,0.12,0.075,False,66721006950.0,3
20 g,19 g,False,Sesame Rice Crackers,"Good Thins, The Rice One Sesame",False,80.0,90.0,False,0.0,0.0,True,0.085,0.09,False,66721006967.0,1
19 g,19 g,True,Cracked Pepper & Olive Oil Crackers,"Triscuit Whole Grain Crackers, Cracked Pepper & Olive Oil",False,80.0,80.0,True,0.0,0.2,False,0.095,0.09,False,66721007438.0,2
20 g,20 g,True,Original Thin Crisps with Sea Salt,"Triscuit Thin Crisps Crackers, Original",False,90.0,90.0,True,0.0,0.3,False,0.115,0.115,True,66721007476.0,3
19 g,19 g,True,Rosemary & Olive Oil Crackers,"Triscuit Crackers, Rosemary Olive Oil",False,80.0,80.0,True,0.0,0.2,False,0.085,0.085,True,66721007483.0,3
19 g,19 g,True,Balsamic Vinegar & Basil Crackers,"Triscuit Crackers, Balsamic Vinegar & Basil",False,80.0,80.0,True,0.0,0.2,False,0.08,0.08,True,66721007506.0,3
19 g,19 g,True,Roasted Garlic Flavour Crackers,"Triscuit Crackers, Roasted Garlic",False,80.0,80.0,True,0.0,0.2,False,0.09,0.09,True,66721007513.0,3
