serving_size_raw_mintel,serving_size_raw_loblaws,serving_size_raw_exact_match,name_mintel,name_loblaws,name_exact_match,calories_mintel,calories_loblaws,calories_exact_match,saturatedfat_mintel,saturatedfat_loblaws,saturatedfat_exact_match,sodium_mintel,sodium_loblaws,sodium_exact_match,sugar_mintel,sugar_loblaws,sugar_exact_match,upc_code,total_match_count,date
80g,155g,False,Canadian Wild Blueberries,Canadian Wild Blueberries,True,35.0,80.0,False,0.0,0.1,False,0.0,0.002,False,6.0,13.0,False,60383709266.0,1,July '22
30g,33g,False,Old Cheddar Cheese,"Cheese, Old Cheddar",False,120.0,130.0,False,7.0,7.0,True,0.2,0.24,False,0.0,0.0,True,60383715564.0,2,July '22
350g,350g,True,Red Curry Chicken,Thai Red Curry Chicken,False,370.0,370.0,True,7.0,7.0,True,0.92,0.92,True,9.0,9.0,True,60383715854.0,5,July '22
200ml,200ml,True,Fruit Punch,Fruit Punch,True,70.0,70.0,True,0.0,0.0,True,0.015,0.015,True,17.0,17.0,True,60383728762.0,6,July '22
200ml,200ml,True,Grape Drink,Grape drink,False,70.0,70.0,True,0.0,0.0,True,0.015,0.015,True,17.0,17.0,True,60383728779.0,5,July '22
100g,100g,True,Apple Crumble Pie,Frozen Apple Crumble Pie,False,250.0,250.0,True,4.5,4.5,True,0.14,0.14,True,22.0,22.0,True,60383745417.0,5,July '22
30g,30g,True,Ancient Grains Multigrain Cereal,Ancient Grains Cereal,False,120.0,120.0,True,0.0,0.0,True,0.06,0.06,True,3.0,3.0,True,60383756512.0,5,July '22
30g,30g,True,7 Reasons Multigrain Cereal,7 Reasons Multigrain Cereal,True,120.0,120.0,True,0.2,0.2,True,0.06,0.06,True,2.0,2.0,True,60383756529.0,6,July '22
30g,33g,False,Marble Cheddar Cheese,"Cheese, Marble Cheddar",False,120.0,130.0,False,6.0,7.0,False,0.21,0.21,True,0.0,0.0,True,60383765798.0,2,July '22
30ml,30ml,True,Salsa Con Queso Cheese Dip,Salsa Con Queso Cheese Dip,True,50.0,45.0,False,1.0,1.0,True,0.25,0.28,False,1.0,1.0,True,60383767747.0,4,July '22
200ml,200ml,True,Apple Juice,Apple Juice,True,80.0,80.0,True,0.0,0.0,True,0.015,0.015,True,19.0,19.0,True,60383780630.0,6,July '22
250ml,250ml,True,Hearty Chicken Noodle Soup,Hearty Chicken Noodle Soup Ready-To-Serve Soup,False,100.0,100.0,True,1.0,1.0,True,0.72,0.72,True,0.0,0.0,True,60383861599.0,5,July '22
250ml,250ml,True,Italian-Style Wedding Soup,Ready-To-Serve Italian-Style Wedding Soup,False,110.0,110.0,True,1.5,1.5,True,0.63,0.63,True,1.0,1.0,True,60383861605.0,5,July '22
250ml,250ml,True,Hearty Beef Soup,Ready-To-Serve Hearty Beef Soup,False,150.0,160.0,False,2.0,2.0,True,0.43,0.59,False,4.0,4.0,True,60383861612.0,3,July '22
90g,40g,False,Puff Pastry Hors d'Oeuvre Collection,Puff Pastry Hors D'Oeuvres Collection,False,300.0,120.0,False,9.0,3.5,False,0.29,0.16,False,2.0,1.0,False,60383862282.0,0,July '22
20g,20g,True,25% Less Fat Havarti Cheese Slices,"Cheese, Havarti Slices 25% Less Fat",False,60.0,60.0,True,3.0,3.0,True,0.12,0.12,True,0.0,0.0,True,60383870270.0,5,July '22
125ml,125ml,True,"Original Small Cut Tomatoes with Onions, Celery and Green Peppers","Original Small Cut Tomatoes With Onions, Celery And Green Peppers",False,35.0,35.0,True,0.0,0.0,True,0.11,0.11,True,5.0,5.0,True,60383874087.0,5,July '22
110g,110g,True,Double Chocolate Muffins,"Muffins, Double Chocolate",False,450.0,450.0,True,6.0,6.0,True,0.38,0.38,True,36.0,36.0,True,60383878078.0,5,July '22
50g,50g,True,Roasted Cashews with Sea Salt,Roasted Cashews With Sea Salt,False,300.0,310.0,False,4.5,4.5,True,0.18,0.16,False,3.0,3.0,True,60383878429.0,3,July '22
50g,45g,False,Deluxe Mixed Nuts with Sea Salt,"Deluxe Mixed Nuts, 48% Cashews",False,310.0,290.0,False,3.5,3.5,True,0.18,0.19,False,2.0,2.0,True,60383878436.0,2,July '22
50g,50g,True,Dry Roasted Almonds,"Almonds, Roasted Sea Salt",False,310.0,320.0,False,2.0,2.0,True,0.15,0.19,False,2.0,2.0,True,60383878443.0,3,July '22
45g,43g,False,Quinoa,Quinoa,True,160.0,160.0,True,0.3,0.3,True,0.0,0.002,False,2.0,0.0,False,60383888251.0,3,July '22
20g,20g,True,White Cheddar & Rosemary Flavoured Mini Cheese Crackers,"Cheese Crisps, White Cheddar & Rosemary",False,100.0,100.0,True,0.3,0.3,True,0.13,0.13,True,2.0,2.0,True,60383891688.0,5,July '22
20g,20g,True,Asiago & Sundried Tomato Flavoured Mini Cheese Crackers,"Cheese Crisps, Asiago & Sundried Tomatoes",False,100.0,100.0,True,0.3,0.3,True,0.12,0.12,True,2.0,2.0,True,60383891695.0,5,July '22
24g,33g,False,Parmesan Cheese & Garlic Swiss Sticks,Parmesan Cheese & Garlic Swiss Sticks,True,110.0,160.0,False,3.5,4.5,False,0.17,0.22,False,1.0,1.0,True,60383894139.0,2,July '22
50g,50g,True,Lightly Salted Ripple Cut Potato Chips,Chips Lightly Salted,False,270.0,270.0,True,1.5,1.5,True,0.105,0.105,True,0.0,0.0,True,60383894597.0,5,July '22
71g,71g,True,Gigantico Burger Buns,Gigantico Burger Buns 8 Buns,False,190.0,190.0,True,0.5,0.5,True,0.28,0.31,False,2.0,2.0,True,60383897819.0,4,July '22
25g,38g,False,Chocolate Hazelnut Flavour Rolled Wafers,"Rolled Wafers, Hazelnut",False,120.0,170.0,False,2.0,4.5,False,0.045,0.06,False,12.0,11.0,False,60383982492.0,0,July '22
15ml,15mL,False,Salsa Ranch Dressing,"Salad Dressing, Salsa Ranch",False,45.0,45.0,True,0.5,0.5,True,0.12,0.12,True,1.0,1.0,True,60383985103.0,4,July '22
15ml,15ml,True,Ketchup Style Sauce,"Blue Menu Ketchup Style Sauce, Upside Down Squeeze Bottle",False,5.0,5.0,True,,0.0,False,0.105,0.105,True,1.0,1.0,True,60383985905.0,4,July '22
10ml,14g,False,100% Pure Canola Oil,Canola Oil,False,80.0,120.0,False,0.5,1.0,False,,0.0,False,,0.0,False,60383986834.0,0,July '22
10ml,14g,False,100% Pure Sunflower Oil,Sunflower Oil,False,80.0,120.0,False,1.0,1.5,False,,0.0,False,,0.0,False,60383986858.0,0,July '22
15ml,14g,False,Aged Red Wine Vinegar,Aged Red Wine Vinegar,True,3.0,3.0,True,,0.0,False,0.001,0.001,True,,0.0,False,60383986865.0,3,July '22
15ml,15ml,True,Aged White Wine Vinegar,Aged White Wine Vinegar,True,3.0,3.0,True,,0.0,False,0.001,0.001,True,,0.0,False,60383986971.0,4,July '22
30g,25g,False,Miniature Marshmallows,"Marshmallows, Miniature Club Pack",False,100.0,90.0,False,,0.0,False,0.015,0.015,True,17.0,13.0,False,60383988197.0,1,July '22
72g,72g,True,Tex-Mex Taco Kit,Taco Kit,False,230.0,230.0,True,2.0,1.0,False,0.49,0.52,False,2.0,2.0,True,60383989613.0,3,July '22
140g,113g,False,Atlantic Salmon Skinless Boneless Fillets,Atlantic Salmon Skinless Boneless Fillets,True,240.0,240.0,True,2.0,3.5,False,0.055,0.065,False,0.0,0.0,True,60383991142.0,3,July '22
140g,140g,True,Peppered Smoky Rainbow Trout Skin-On Boneless Fillets,Rainbow Trout Fillets,False,280.0,290.0,False,2.5,4.0,False,0.7,0.34,False,0.0,0.0,True,60383991197.0,2,July '22
50g,50g,True,Dill Pickle Flavour Potato Chips,"Potato Chips, Dill Pickle",False,260.0,260.0,True,1.0,1.0,True,0.4,0.4,True,0.0,0.0,True,60383992484.0,5,July '22
50g,50g,True,Regular Potato Chips,Potato Chips Regular,False,280.0,270.0,False,1.5,1.0,False,0.24,0.21,False,1.0,0.0,False,60383992545.0,1,July '22
50g,50g,True,Regular Ripple Cut Potato Chips,Nn Ripple Potato Chips,False,280.0,270.0,False,1.5,1.0,False,0.24,0.21,False,1.0,0.0,False,60383992552.0,1,July '22
30g,30g,True,Maria Biscuits,Maria Cookies,False,130.0,130.0,True,0.3,1.5,False,0.09,0.085,False,6.0,7.0,False,60383996604.0,2,July '22
50g,50g,True,Restaurant Style Tortilla Chips,"White Corn Tortilla Chips, Restaurant Cut",False,250.0,250.0,True,1.0,1.5,False,0.23,0.16,False,0.0,0.0,True,60383996673.0,3,July '22
50g,50g,True,Bite Size Round Tortilla Chips,Tortilla Bite Size Round Premium White Corn Tortilla Chips,False,250.0,250.0,True,1.0,1.5,False,0.23,0.16,False,0.0,0.0,True,60383996680.0,3,July '22
50g,50g,True,Large Round Tortilla Chips,"Tortilla Chips, Large Rounds",False,250.0,250.0,True,1.0,1.5,False,0.23,0.16,False,0.0,0.0,True,60383996697.0,3,July '22
85g,42g,False,Whole Grain Penne Rigate Pasta,100% Whole Grain Whole Wheat Penne Rigate,False,300.0,150.0,False,0.4,0.1,False,0.0,0.0,True,3.0,0.0,False,60383997731.0,1,July '22
50g,50GR,False,Nacho Cheese Flavoured Tortilla Chips,"Tortilla Chips, Nacho Cheese",False,260.0,260.0,True,2.0,2.0,True,0.37,0.37,True,1.0,1.0,True,60410027097.0,4,July '22
50g,50GR,False,Cool Ranch Flavoured Tortilla Chips,Cool Ranch Nacho,False,260.0,260.0,True,1.5,1.5,True,0.33,0.33,True,2.0,1.0,False,60410027219.0,3,July '22
50g,50GR,False,Zesty Cheese Flavoured Tortilla Chips,"Tortilla Chips, Zesty Cheese",False,260.0,270.0,False,2.0,2.0,True,0.33,0.39,False,1.0,1.0,True,60410027226.0,2,July '22
50g,50GR,False,Bold BBQ Flavoured Tortilla Chips,"Tortilla Chips, Bold BBQ",False,260.0,260.0,True,1.5,1.5,True,0.22,0.22,True,2.0,2.0,True,60410027233.0,4,July '22
50g,50GR,False,Sweet Chili Heat! Flavoured Tortilla Chips,"Tortilla Chips, Sweet Chili Heat!",False,250.0,260.0,False,1.5,1.5,True,0.4,0.52,False,1.0,1.0,True,60410027257.0,2,July '22
50g,50GR,False,Cheese Flavoured Snacks,Cheetos Puffs,False,280.0,280.0,True,3.0,3.0,True,0.43,0.49,False,2.0,2.0,True,60410027288.0,3,July '22
50g,50GR,False,Cheese Flavoured Snacks,"Crunchy Cheese Flavoured Snacks, Cheese",False,280.0,280.0,True,2.5,2.5,True,0.44,0.44,True,1.0,1.0,True,60410027295.0,4,July '22
50g,50GR,False,Flamin' Hot Cheese Flavoured Corn Snacks,"Crunchy Cheese Flavoured Snacks, Flamin' Hot",False,290.0,290.0,True,3.0,3.0,True,0.45,0.45,True,1.0,1.0,True,60410028506.0,4,July '22
50g,50GR,False,White Cheddar Flavour Popcorn,"Delight Popcorn, White Cheddar",False,250.0,230.0,False,2.0,1.5,False,0.38,0.39,False,2.0,0.0,False,60410028810.0,0,July '22
50g,50g,True,Nacho Cheese Flavoured Tortilla Chips,"Tortilla Chips, Nacho Cheese",False,260.0,260.0,True,2.0,2.0,True,0.37,0.37,True,1.0,1.0,True,60410030318.0,5,July '22
50g,500,False,Premium White Corn Tortilla Chips,"Tortilla Chips, Scoops!",False,260.0,260.0,True,1.5,1.5,True,0.21,0.21,True,0.0,0.0,True,60410030486.0,4,July '22
50g,500,False,Classic Style Pretzel Thins,"Pretzels, Classic Thins",False,190.0,190.0,True,0.2,0.2,True,0.86,0.86,True,2.0,2.0,True,60410032626.0,4,July '22
50g,500,False,Flamin' Hot Sweet Chili Cheese Flavoured Snacks,Cheetos Flamin' Hot Sweet Chili Snacks,False,290.0,290.0,True,2.5,2.5,True,0.36,0.36,True,1.0,1.0,True,60410037263.0,4,July '22
50g,50GR,False,Tortilla Chips with a Hint of Roasted Garlic Flavour,Tortilla Chips,False,260.0,260.0,True,1.5,1.5,True,0.25,0.25,True,1.0,1.0,True,60410037386.0,4,July '22
50g,50GR,False,Multigrain Rounds Tortilla Chips,Multigrain Rounds Tortilla Chip,False,260.0,260.0,True,1.5,1.5,True,0.2,0.2,True,1.0,1.0,True,60410039168.0,4,July '22
50g,50GR,False,Party Size Cheese Flavoured Snacks,"Puffs Cheese Flavoured Snacks, Cheese",False,280.0,280.0,True,3.0,3.0,True,0.43,0.49,False,2.0,2.0,True,60410040102.0,3,July '22
50g,50g,True,Sea Salted Reduced Fat Potato Chips,Simply Sea Salt Chips,False,240.0,240.0,True,1.0,1.0,True,0.27,0.27,True,2.0,2.0,True,60410040218.0,5,July '22
50g,50g,True,White Cheddar Cheese Flavoured Snacks,Cheetos Puffs Simply White Cheddar Snack,False,270.0,270.0,True,2.5,2.5,True,0.49,0.49,True,2.0,2.0,True,60410040799.0,5,July '22
50g,50GR,False,Cheese Flavoured Snacks,Cheetos Crunchy Snacks,False,280.0,280.0,True,2.5,2.5,True,0.44,0.44,True,1.0,1.0,True,60410040881.0,4,July '22
50g,50GR,False,Nacho Picoso Flavored Rolled Tortilla Chips,Dinamita Nacho Picoso Tortilla Chips,False,260.0,260.0,True,2.0,2.0,True,0.33,0.33,True,1.0,1.0,True,60410041529.0,4,July '22
50g,,False,Sonic Sour Cream Flavoured Tortilla Chips,Sonic Sour Cream Tortilla Chips,False,260.0,,False,2.0,,False,0.31,,False,1.0,,False,60410045367.0,0,July '22
50g,50g,True,Tortilla Chips with a Hint of Spicy Queso,Hint of Spicy Queso,False,260.0,260.0,True,2.0,2.0,True,0.24,0.24,True,1.0,1.0,True,60410046968.0,5,July '22
50g,50g,True,Classic Potato Chips,Classic Potato Chips,True,280.0,280.0,True,2.0,2.0,True,0.33,0.33,True,0.0,0.0,True,60410047019.0,6,July '22
50g,50g,True,Original Potato Chips,Wavy Original Potato Chips,False,280.0,280.0,True,2.0,2.0,True,0.25,0.25,True,0.0,0.0,True,60410047040.0,5,July '22
50g,50g,True,Lightly Salted Original Potato Chips,Wavy Lightly Salted Potato Chips,False,280.0,280.0,True,2.0,2.0,True,0.125,0.125,True,0.0,0.0,True,60410047064.0,5,July '22
50g,50g,True,Lightly Salted Regular Potato Chips,Lightly Salted Potato Chips,False,280.0,280.0,True,2.0,2.0,True,0.14,0.14,True,0.0,0.0,True,60410047224.0,5,July '22
50g,,False,Chickpea Crisps with Purple Sweet Potato,Crisp Snacks,False,220.0,,False,0.5,,False,0.27,,False,3.0,,False,60410047781.0,0,July '22
50g,,False,White Cheddar Flavoured Snacks,Cheetos Crunchy White Cheddar,False,280.0,,False,2.5,,False,0.37,,False,2.0,,False,60410047798.0,0,July '22
50g,50g,True,Cheddar Jalapeño Potato Chips,Cheddar Jalapeno,False,270.0,270.0,True,2.0,2.0,True,0.33,0.33,True,1.0,1.0,True,60410048375.0,5,July '22
50g,50g,True,Lightly Salted Bar-B-Q Potato Chips,Lightly Salted Potato Chips BBQ,False,270.0,270.0,True,1.5,1.5,True,0.135,0.135,True,3.0,3.0,True,60410049020.0,5,July '22
50g,500,False,Classic Style Tiny Pretzel Twists,"Pretzels, Classic Tiny Twists",False,200.0,200.0,True,0.4,0.4,True,0.79,0.79,True,1.0,1.0,True,60410060575.0,4,July '22
50g,50GR,False,Restaurant Style Premium White Corn Tortilla Chips,"Tortilla Chips, Restaurant style",False,260.0,260.0,True,1.5,1.5,True,0.21,0.21,True,0.0,0.0,True,60410901205.0,4,July '22
50g,50GR,False,Premium White Corn Rounds Tortillas Chips,"Tortilla Chips, Rounds",False,260.0,260.0,True,1.5,1.5,True,0.2,0.2,True,0.0,0.0,True,60410901243.0,4,July '22
30g,30g,True,Extra Creamy Brie Cheese,Creamy White,False,120.0,120.0,True,7.0,7.0,True,0.18,0.18,True,0.0,0.0,True,60466054757.0,5,July '22
30g,,False,Extra Creamy Brie Cheese with Chili,Castello Creamy Brie With Chil,False,120.0,,False,7.0,,False,0.18,,False,0.0,,False,60466100041.0,0,July '22
30g,30g,True,25% Less Fat Havarti Cheese,Havarti 25% Less Fat FW,False,100.0,100.0,True,4.0,5.0,False,0.21,0.19,False,0.0,0.0,True,60466161011.0,3,July '22
30g,30g,True,Garden Vegetable Havarti Cheese,Havarti Garden Veg. FW,False,110.0,120.0,False,5.0,7.0,False,0.22,0.19,False,0.0,0.0,True,60466161073.0,2,July '22
30g,30g,True,Creamy Havarti Cheese,Havarti Creamy,False,120.0,120.0,True,7.0,7.0,True,0.22,0.22,True,0.0,0.0,True,60466632160.0,5,July '22
,,False,Lively Up Dark Roast Coffee Cups,"Lively Up Fair Trade, Coffee",False,,,False,,,False,,,False,,,False,60731000199.0,0,July '22
,,False,Buffalo Soldier Medium Dark Roast Ground Coffee,"Buffalo Soldier Fair Trade, Ground Coffee",False,,,False,,,False,,,False,,,False,60731000243.0,0,July '22
60g,,False,Veggie Meatballs,Veggie Meatballs (1 Pack),False,130.0,,False,0.5,,False,0.33,,False,1.0,,False,60822000381.0,0,July '22
55g,55g,True,Italian Veggie Ground Round,"Veggie Ground Round, Italian",False,60.0,60.0,True,0.0,0.0,True,0.24,0.26,False,1.0,1.0,True,60822003023.0,4,July '22
60g,,False,Falafels,Yves Falafel,False,160.0,,False,0.5,,False,0.41,,False,3.0,,False,60822010014.0,0,July '22
84g,,False,Kale & Quinoa Bites,Yves Kale Quinoa Bites,False,130.0,,False,0.4,,False,0.59,,False,2.0,,False,60822010021.0,0,July '22
100g,,False,Veggie Nuggets with Whole Wheat Breading,Veggie Whole Wheat Nugget,False,280.0,,False,1.0,,False,0.52,,False,1.0,,False,60822010045.0,0,July '22
21g,21g,True,Smoke Flavoured Cheddar Cheese Sticks,Snack Smoked Cheddar,False,80.0,80.0,True,4.5,4.5,True,0.13,0.13,True,0.0,0.0,True,61120101237.0,5,July '22
12g,,False,90 Fun Treats,"Halloween Treats, 90 Count",False,60.0,,False,1.5,,False,0.02,,False,5.0,,False,61200012552.0,0,July '22
10ml,14g,False,Extra Virgin Olive Oil,Extra Virgin Olive Oil,True,80.0,120.0,False,1.5,2.0,False,,0.0,False,,0.0,False,61308200004.0,1,July '22
30g,30g,True,Marinated Quartered Artichokes,Marinated Artichokes,False,25.0,25.0,True,0.0,0.0,True,0.095,0.09,False,0.5,0.0,False,61308204200.0,3,July '22
16g,16g,True,Green Olives Stuffed with Garlic,Green Olives with Garlic,False,35.0,40.0,False,0.5,0.5,True,0.3,0.3,True,,0.0,False,61308301657.0,3,July '22
14g,14g,True,Kalamata Olives in Sea Salt Brine,Kalamata Olives,False,35.0,30.0,False,0.5,0.4,False,0.25,0.31,False,0.0,0.0,True,61308600507.0,2,July '22
18g,18g,True,Green Olives,"Irini Green Olives, Giant",False,30.0,30.0,True,0.5,0.5,True,0.32,0.32,True,,0.0,False,61308600804.0,4,July '22
25g,25g,True,Fire Roasted Red Peppers,"Red Peppers, Roasted",False,0.0,0.0,True,0.0,0.0,True,0.075,0.075,True,0.0,1.0,False,61308900126.0,4,July '22
500ml,per500ml,False,Natural Spring Water,"Spring Water, Bottle 6 Pack",False,0.0,0.0,True,,0.0,False,0.0,0.0,True,,0.0,False,61314000162.0,2,July '22
500ml,500ml,True,Natural Spring Water,Natural Spring Water (Case),False,0.0,0.0,True,,0.0,False,0.0,0.0,True,,0.0,False,61314000209.0,3,July '22
500ml,500ML,False,Natural Spring Water,Natural Spring Water (Case),False,0.0,0.0,True,,0.0,False,,0.0,False,,0.0,False,61314000216.0,1,July '22
89g,89g,True,Chocolate Cake,Chocolate Fudge Cake,False,320.0,320.0,True,3.0,3.0,True,0.27,0.27,True,35.0,35.0,True,61483012249.0,5,July '22
250ml,250ml,True,Pineapple Coconut Exotic Juice Drink,Pineapple Coconut Exotic Juice Drink,True,130.0,130.0,True,0.0,0.0,True,0.025,0.025,True,29.0,29.0,True,61483055963.0,6,July '22
15g,15g,True,No Stir Crunchy Almond Butter,"Almond Butter, Crunchy",False,90.0,90.0,True,1.0,1.0,True,0.03,0.03,True,1.0,1.0,True,61483058315.0,5,July '22
15g,15g,True,No Stir Smooth Almond Butter,Creamy Almond Butter,False,90.0,90.0,True,1.0,1.0,True,0.03,0.03,True,1.0,1.0,True,61483058322.0,5,July '22
15g,28g,False,100% Pure Sunflower Seed Butter,Sunflower Seed Butter,False,90.0,160.0,False,0.5,1.5,False,0.0,0.003,False,2.0,1.0,False,61483058339.0,0,July '22
50g,50g,True,White Mini Pitas,White Mini Pitas,True,160.0,160.0,True,0.3,0.3,True,0.22,0.22,True,1.0,1.0,True,61483058797.0,6,July '22
50g,50g,True,Whole Wheat Mini Pitas,Whole Wheat Mini Pitas,True,150.0,140.0,False,0.3,0.3,True,0.18,0.18,True,1.0,1.0,True,61483058803.0,5,July '22
142g,142g,True,Mozzarella Chicken,Halal Stuffed Chicken Mozzarella,False,320.0,320.0,True,7.0,7.0,True,0.69,0.6900000000000001,False,0.0,0.0,True,61483059084.0,4,July '22
15g,28G,False,100% Pure Smooth Almond Butter,"Almond Butter, 100% Smooth",False,100.0,160.0,False,0.5,1.0,False,0.0,0.0,True,1.0,1.0,True,61483061933.0,2,July '22
14g,14g,True,100% Fruit Snack Bars,Fruit To Go,False,50.0,50.0,True,0.0,0.0,True,0.015,0.005,False,11.0,11.0,True,61522900001.0,4,July '22
30ml,30ml,True,Antipasto Calabrese,"Antipasto, Calabrese",False,20.0,20.0,True,0.2,0.2,True,0.32,0.32,True,0.0,0.0,True,61659009431.0,5,July '22
60g,per60g,False,No. 4 Fettuccine Egg Pasta,"Egg Pasta, Fettuccine",False,220.0,220.0,True,1.0,1.0,True,0.0,0.0,True,2.0,2.0,True,61659018204.0,4,July '22
60g,per60g,False,Le Tagliatelle N° 6 Egg Pasta,"Egg Pasta, La Tagliatelle",False,220.0,220.0,True,1.0,1.0,True,0.0,0.0,True,2.0,2.0,True,61659018211.0,4,July '22
113g,113g,True,Wild Boned Pacific Salmon,Market Cuts Wild Pacific Salmon Loins,False,130.0,150.0,False,1.0,2.0,False,0.135,0.14,False,0.0,0.0,True,61763038389.0,2,July '22
98g,98g,True,Wild Pacific Pink Salmon Fillets,Pink Salmon,False,80.0,80.0,True,0.3,0.3,True,0.22,0.22,True,0.0,0.0,True,61763085468.0,5,July '22
75g,75g,True,Naturally Hardwood Smoked Classic Recipe Original Sausages,Original Sausages Classic Recipe Naturally Hardwood Smoked,False,240.0,260.0,False,7.0,8.0,False,0.65,0.71,False,2.0,3.0,False,62000138893.0,1,July '22
50g,50g,True,Naturally Smoked Kolbassa Sausage,Kolbassa Ring,False,120.0,70.0,False,1.5,1.0,False,0.42,0.44,False,1.0,0.0,False,62000251851.0,1,July '22
38g,38g,True,Fine Hazelnut Chocolate Hearts,Ferrero Heart Shaped Box Chocolate,False,230.0,230.0,True,5.0,5.0,True,0.025,0.025,True,15.0,15.0,True,62020001986.0,5,July '22
20g,20g,True,Milk Chocolate with Milky Lining and Surprise Toy,"Kinder Surprise With Toy,  2 Pack",False,110.0,110.0,True,4.5,4.5,True,0.025,0.025,True,10.0,10.0,True,62020010766.0,5,July '22
20g,20g,True,Holiday Treats Chocolate Assortment,Mix Chocolate Treats with Plush Toy,False,110.0,110.0,True,13.0,4.5,False,0.07,0.025,False,30.0,10.0,False,62020016157.0,2,July '22
30g,30g,True,White Multi-layered Coconut Specialty Almond Specialty,Chocolate,False,190.0,190.0,True,9.0,9.0,True,0.03,0.035,False,10.0,10.0,True,62020023087.0,4,July '22
32g,32g,True,Deluxe Assortment Chocolate Heart,Ferrero Heart Shaped Box Assorted Chocolate,False,190.0,190.0,True,7.0,7.0,True,0.03,0.03,True,12.0,12.0,True,62020028280.0,5,July '22
52g,52g,True,Hazelnut Spread with Cocoa + Breadsticks,Nutella & Go Multipack,False,260.0,260.0,True,5.0,5.0,True,0.13,0.13,True,23.0,23.0,True,62020050564.0,5,July '22
20g,20G,False,Milk Chocolate with Milky Lining and Surprise Toy,Surprise (Case),False,110.0,110.0,True,4.5,4.5,True,0.025,0.025,True,10.0,10.0,True,62020050632.0,4,July '22
1.5g,1.5g,True,Coca-Cola Flavored Mints,Coca-Cola Mints,False,5.0,5.0,True,,0.0,False,,0.0,False,1.0,1.0,True,62020221117.0,3,July '22
2g,,False,Strong Mint Sugar-Free Mints,T-65 X-Freeze Strong Mint,False,5.0,,False,,,False,,,False,,,False,62020226006.0,0,July '22
2g,,False,Wintergreen Sugar-Free Mints,T-65 X-Freeze Wintergreen Candy,False,5.0,,False,,,False,,,False,,,False,62020226020.0,0,July '22
310ml,310ml,True,Orange-Mandarin Club Soda,"Cream Soda, Orange Mandarin",False,0.0,0.0,True,,0.0,False,0.04,0.04,True,0.0,0.0,True,62100010648.0,4,July '22
355ml,,False,Pomegranate Ginger Ale,Pomegranate Ginger Ale,True,130.0,,False,,,False,0.05,,False,34.0,,False,62100010693.0,1,July '22
250ml,240ml,False,2% Organic Partly Skimmed Milk,Organic Partly Skimmed Milk 2% M.F.,False,130.0,120.0,False,3.5,3.0,False,0.11,0.1,False,12.0,13.0,False,62325350116.0,0,July '22
10g,,False,Unsalted Goat Butter,Dairy Goat Milk Unsalted Butter,False,70.0,,False,5.0,,False,0.0,,False,0.0,,False,62482102764.0,0,July '22
